Site,comid,BFIWs,totdasqkm,streamorde,maxelevraw,minelevraw,maxelevsmo,minelevsmo,elevfixed,slope,MTBS_1986Ws,MTBS_1987Ws,MTBS_1988Ws,MTBS_1989Ws,MTBS_1990Ws,MTBS_1991Ws,MTBS_1992Ws,MTBS_1993Ws,MTBS_1994Ws,MTBS_1995Ws,MTBS_1996Ws,MTBS_1997Ws,MTBS_1998Ws,MTBS_1999Ws,MTBS_2000Ws,MTBS_2001Ws,MTBS_2002Ws,MTBS_2003Ws,MTBS_2004Ws,MTBS_2005Ws,MTBS_2006Ws,MTBS_2007Ws,MTBS_2008Ws,MTBS_2009Ws,MTBS_2010Ws,MTBS_2011Ws,MTBS_2012Ws,MTBS_2013Ws,MTBS_2014Ws,MTBS_2015Ws,MTBS_2016Ws,MTBS_2017Ws,Precip9120Ws,Tmax9120Ws,Tmean9120Ws,Tmin9120Ws,PctFire2000Ws,PctFire2001Ws,PctFire2002Ws,PctFire2003Ws,PctFire2004Ws,PctFire2005Ws,PctFire2006Ws,PctFire2007Ws,PctFire2008Ws,PctFire2009Ws,PctFire2010Ws,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,MAST_2008,MAST_2009,MAST_2013,MAST_2014,MSST_2008,MSST_2009,MSST_2013,MSST_2014,MWST_2008,MWST_2009,MWST_2013,MWST_2014,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,RunoffWs,WtDepWs,OmWs,PermWs,RckDepWs,PctLow Burn SeverityWs_1984,PctModerate Burn SeverityWs_1984,PctHigh Burn SeverityWs_1984,PctLow Burn SeverityWs_1985,PctModerate Burn SeverityWs_1985,PctHigh Burn SeverityWs_1985,PctLow Burn SeverityWs_1986,PctModerate Burn SeverityWs_1986,PctHigh Burn SeverityWs_1986,PctLow Burn SeverityWs_1987,PctModerate Burn SeverityWs_1987,PctHigh Burn SeverityWs_1987,PctLow Burn SeverityWs_1988,PctModerate Burn SeverityWs_1988,PctHigh Burn SeverityWs_1988,PctLow Burn SeverityWs_1989,PctModerate Burn SeverityWs_1989,PctHigh Burn SeverityWs_1989,PctLow Burn SeverityWs_1990,PctModerate Burn SeverityWs_1990,PctHigh Burn SeverityWs_1990,PctLow Burn SeverityWs_1991,PctModerate Burn SeverityWs_1991,PctHigh Burn SeverityWs_1991,PctLow Burn SeverityWs_1992,PctModerate Burn SeverityWs_1992,PctHigh Burn SeverityWs_1992,PctLow Burn SeverityWs_1993,PctModerate Burn SeverityWs_1993,PctHigh Burn SeverityWs_1993,PctLow Burn SeverityWs_1994,PctModerate Burn SeverityWs_1994,PctHigh Burn SeverityWs_1994,PctLow Burn SeverityWs_1995,PctModerate Burn SeverityWs_1995,PctHigh Burn SeverityWs_1995,PctLow Burn SeverityWs_2002,PctModerate Burn SeverityWs_2002,PctHigh Burn SeverityWs_2002,PctLow Burn SeverityWs_2003,PctModerate Burn SeverityWs_2003,PctHigh Burn SeverityWs_2003,PctLow Burn SeverityWs_2004,PctModerate Burn SeverityWs_2004,PctHigh Burn SeverityWs_2004,PctLow Burn SeverityWs_2005,PctModerate Burn SeverityWs_2005,PctHigh Burn SeverityWs_2005,PctLow Burn SeverityWs_2006,PctModerate Burn SeverityWs_2006,PctHigh Burn SeverityWs_2006,PctLow Burn SeverityWs_2007,PctModerate Burn SeverityWs_2007,PctHigh Burn SeverityWs_2007,PctLow Burn SeverityWs_2008,PctModerate Burn SeverityWs_2008,PctHigh Burn SeverityWs_2008,PctLow Burn SeverityWs_2009,PctModerate Burn SeverityWs_2009,PctHigh Burn SeverityWs_2009,PctLow Burn SeverityWs_2010,PctModerate Burn SeverityWs_2010,PctHigh Burn SeverityWs_2010,PctLow Burn SeverityWs_2011,PctModerate Burn SeverityWs_2011,PctHigh Burn SeverityWs_2011,PctLow Burn SeverityWs_2012,PctModerate Burn SeverityWs_2012,PctHigh Burn SeverityWs_2012,PctLow Burn SeverityWs_2013,PctModerate Burn SeverityWs_2013,PctHigh Burn SeverityWs_2013,PctLow Burn SeverityWs_2014,PctModerate Burn SeverityWs_2014,PctHigh Burn SeverityWs_2014,PctLow Burn SeverityWs_2015,PctModerate Burn SeverityWs_2015,PctHigh Burn SeverityWs_2015,PctLow Burn SeverityWs_2016,PctModerate Burn SeverityWs_2016,PctHigh Burn SeverityWs_2016,PctLow Burn SeverityWs_2017,PctModerate Burn SeverityWs_2017,PctHigh Burn SeverityWs_2017,PctLow Burn SeverityWs_2018,PctModerate Burn SeverityWs_2018,PctHigh Burn SeverityWs_2018,geometry
Red Bench Creek,22950879,71.2071,1.9386,1,-9998,124759,137433,124759,0,0.0664604,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.076439619313,9.745795150324978,3.8193474723537615,-2.1065691458263696,0,0,0,0,0,0,0,0,0,0,0,0,21.26,0,0,0,0,0,0,78.74,0,0,0,0,0,0,0,0,0,7.278236862759999,7.278236862759999,7.396059752549999,7.36876689085,10.8555680984,10.9222504035,11.4606479498,11.6491207041,2.84788377877,2.84772428967,3.1768982006199997,2.8379106631599997,4.114,1.8778,1.2213,664,182.88,0.6692,4.6776,132.8595,0,0,0,0,0,0,0,0,0,0,0,0,15.23,16.57,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.405807, 48.801854)"
Wally Creek,22950913,72.1249,1.8666,1,-9998,130486,178524,130486,0,0.21143485,0,0,93.5391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183.2230280520732,8.175391799132111,2.8102050159787852,-2.5550999296528447,0,0,0,0,0,0,0,0,0,0,0,0,91.61,0,0,0,0,0,0,8.39,0,0,0,0,0,0,0,0,0,7.180602465600001,7.180602465600001,7.3421392469,7.25632493724,10.6668547862,10.6668547862,11.0756436745,11.0622401334,2.635422895,2.63515000722,2.69508434237,2.69513792748,4.1142,1.8784,1.222,664,182.88,0.8566,5.312,123.7123,0,0,0,0,0,0,0,0,0,0,0,0,7.04,15.33,69.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.441002, 48.788525)"
Red Meadow Creek,22949989,72.3856,77.9949,3,-9998,109888,113621,109888,0,0.02185597,0,0,24.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204.7601273552134,8.324541433376616,2.8453005487947634,-2.6342208604178383,0,0,0,0,0,0,0,0,0,0,0,0,66.95,0,0,0,0,0,0,32.85,0,0,0,0,0,0,0.2,0,0,6.939478150089999,6.939478150089999,7.11820988721,7.1141246553699995,12.3909576066,12.3965934067,12.7202695209,12.8665342191,1.48158527971,1.47976770737,1.9241476568,1.55574489081,4.7588,2.1783,1.4207,662.4758,182.4732,0.8868,5.4110000000000005,121.2712,0,0,0,0,0,0,0,0,0,0,0,0,4.58,7.05,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.343106, 48.80512)"
Coal Creek,22950067,72.8353,212.8428,4,-9998,104091,110368,104091,0,0.01772162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1321,0,0,0,0,2.8842000000000003,0,0,0,0,0,0,0,0,0,0,0,1174.39154182839,8.707388178265049,3.0925332270923724,-2.5221391800511324,0,0,0,0,0,0,2.91,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.206043631269999,7.2076105868300004,7.22316589059,7.22096898235,13.1799705667,13.2356910687,13.9040099816,13.7917890533,1.3729823638799998,1.39567065249,1.74044149061,1.31706384445,4.377400000000001,1.9819,1.2786,661.6415000000001,182.719,1.017,5.9472000000000005,116.0411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.75,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.217091, 48.671562)"
Logging Creek,22949389,70.081,101.0205,3,-9998,104549,115812,104918,0,0.01567256,0,0,1.5154,0,0,0,0,0,10.7515,0,0,0,0,0,0,8.3808,0,4.464300000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9911,1262.4960041074985,8.948143019203481,3.2556229374619616,-2.4371297673136914,0,0,0,3.51,0,0,0,0,0,0,0,6.21,93.19,0,0,0,0,0,0.6000000000000001,0,0,0,0,0,0,0,0,0,0,7.289072635539999,7.29091030221,7.306632124419999,7.304243061719999,12.9198293074,12.9225148105,13.4065093932,13.3622750741,1.58624350816,1.59581320435,1.82519350824,1.53784150795,5.6132,2.5319000000000003,1.6272,670.4269,182.88,0.8981,5.1965,121.7529,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.51,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,2.65,0.53,0,0,0,0,0,0,2.32,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,2.9000000000000004,1.35,0,0,0,"c(-114.147448, 48.730478)"
Akokala Creek,22949619,70.1359,105.8112,3,-9998,108366,109810,108366,0,0.00550514,0,0,13.8379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187.776284766284,8.697525387333629,3.132072876763748,-2.432832547683306,0,0,0,50.73,0,0,0,0,0,0,0,1.58,74.79,0,0,0,0,0,0,16.63,0,0,0,0,0,0,7,0,0,7.13634875134,7.15942123439,7.31495835165,7.30049923262,13.0885840343,13.1102099151,13.5662077895,13.7809865866,1.5055015887199998,1.50783975469,1.78451110954,1.56240907802,5.0815,2.3204,1.5097,664,182.88,0.7048,4.2712,130.407,0,0,0,0,0,0,0,0,0,0,0,0,4.34,3.99,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.25,23.15,15.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.296183, 48.806585)"
Bowman Creek,22949571,69.373,137.0853,3,-9998,109364,110082,109440,0,0.01030497,0,0,5.7229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402.7416797586334,7.936435664060217,2.5710548672251075,-2.79406789416374,0,0,0,0,0,0,0,0,0,0,0,22.37,72.01,0,0,0,0,0,0,5.5600000000000005,0,0,0,0,0,0,0.06,0,0,7.40653965495,7.43063607253,7.57289788756,7.55918690375,14.0358812901,14.0718355935,14.4557394575,14.5473045093,1.39393491937,1.3977682942799998,1.68825844632,1.50998893996,6.6562,3.0364,1.9738,670.8577,182.88,0.9941,5.7567,116.4375,0,0,0,0,0,0,0,0,0,0,0,0,1.19,1.77,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.273172, 48.791143)"
Quartz Creek,22949475,69.7273,136.8477,3,-9998,104970,108277,105155,0,0.01675791,0,0,27.0952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351.9659993698776,8.40746203829575,2.8988821638671873,-2.609788448684895,0,0,0,0,0,0,0,0,0,0,0,9.12,76.26,0,0,0,0,0,0,14.45,0,0,0,0,0,0,0.17,0,0,7.42186245708,7.452379909879999,7.56677439696,7.55264983627,14.418174623,14.4799536674,14.8431618899,15.3069226777,1.6620146023,1.66734771339,1.96282424033,1.72452577159,6.117900000000001,2.7717,1.7894,666.995,182.7449,0.863,5.0906,123.3744,0,0,0,0,0,0,0,0,0,0,0,0,8.24,9.47,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-114.222639, 48.72717)"
Trout Creek,8944501,70.4345,56.0808,3,-9998,191423,191944,191429,0,0.00256729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995.9993204947042,12.11835669483069,5.5966577806643985,-0.925364066407899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.29,0,0,0,0,14.71,0,0,0,0,0,0,0,0,0,6.73846432393,6.74566675789,6.75727349456,7.13440578096,12.8454343986,12.4069644222,12.4617393377,12.5746597894,0.659982828627,1.05494790791,0.776709891563,1.84189818749,1.9562,1.3788,1.2093,536.5193,173.39190000000002,2.1032,25.2188,95.6347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-119.979685, 38.883087)"
Cold Creek,8944471,72.2007,30.3471,2,-9998,192628,203226,192825,0,0.04557843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883.1820115099824,11.217949632908091,5.067048362653578,-1.0834686094393813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.33,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,6.170120144839999,6.1753672343499995,6.18367406394,6.510629510759999,11.8444820977,11.580264307,11.6156240241,11.6662626865,0.987573164788,1.3040925613199998,1.10954826624,1.97501573109,1.7537,1.2431,1.0931,527.9625,178.7353,1.7083000000000002,28.6458,82.79140000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-119.938826, 38.901416)"
Middle Fork,14997923,61.8575,1520.7759,5,-9998,21856,23204,21870,0,0.00908719,0,0.2791,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4827,0,0,0,0,2.1205000000000003,0,0.217,0,0,0,0,7.3394,13.0482,0,1.5279,0,1598.5393074658434,16.47717629385484,10.573784407789097,4.670589279631366,0.03,4.45,0.06,0.23,0,0,2.25,0,0.33,0,0.02,32.35,0,0,64.61,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,13.1450650372,13.0856445732,13.1672681396,13.9500803837,20.8795958685,20.7201657554,20.6849859045,20.8616281566,5.439147215249999,5.76149624362,5.616096745639999,6.1619310865,2.9354,1.8747,1.5636,767.7142,174.67430000000002,1.7231,8.4266,106.1898,0,0,0,0,0,0,0,0,0,0.1,0.08,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8300000000000001,0.45,0.17,0,0,0,0.06,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2.3000000000000003,2.63,1.91,2.7,2.22,7,0,0,0,0.6900000000000001,0.43,0.39,0,0,0,0,0,0,"c(-120.906458, 38.954107)"
North Fork,14997117,57.417,856.9953,5,-9998,23313,23831,23459,0,0.00194458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5423,0,0,0,0,0,0,9.3963,0,0,0,1.2419,0.167,0,0,0,0,1656.8856227221556,17.56184443833002,11.50417311586201,5.446609860695162,0,2.71,0.02,0.02,0,0,0,0.01,9.18,0,0,21.3,0,0,78.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2823284988,13.2513704506,13.3104997928,14.0443118634,21.5627340526,21.4959176434,21.4810061567,21.5594063457,6.24512996209,6.566408097059999,6.47153595982,7.076935669059999,2.7591,1.7017,1.3916000000000002,773.3198,178.21460000000002,1.5951000000000002,6.022,100.3724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,2.12,1.63,0,0,0,0,0,0,0,0,0,0.53,0.36,0.2,0.07,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.17,0.30000000000000004,"c(-120.939454, 38.999913)"
Coal,22957705,66.6211,96.5538,3,-9998,109592,115107,109637,0,0.02580188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.8481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355.135729278453,8.085794114353023,2.7956171906009213,-2.4943834950626385,0,0,0,50.84,0,0,0,0,0,0,0,1.09,94.37,0,0,0,0,0,0,3.14,0,0,0,0,0,0,1.4,0,0,7.428963886959999,7.4301384602,7.427802079789999,7.44127507167,13.5835597937,13.6160829025,14.8401769179,14.2359698217,1.4928191494299998,1.53013135699,1.85253053628,1.3983251001500001,5.3956,2.4437,1.5771000000000002,881,182.88,0.9657,5.3971,117.9213,0,3.0700000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,14.7,17.490000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.679003, 48.416329)"
Pinchot,22957733,67.4633,47.3841,2,-9998,109637,118922,109637,0,0.06599147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1525.6697785037322,7.3823775930192435,2.1894560558679177,-3.0036141504395335,0,0,0,0.43,0,0,0,0,0,0,0,4.11,89.82000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07,0,0,7.394925467269999,7.394001846059999,7.38048883835,7.395247410600001,12.3925208511,12.438818957,13.5738806382,13.1308416069,1.46696038175,1.5010200859499998,1.7834986229699998,1.39507928203,5.9322,2.674,1.7175,881,182.88,1.0876,5.8129,111.6176,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-113.690159, 48.430741)"
Fish Creek,22958009,70.22120000000001,37.1574,3,-9998,96302,98953,96645,0,0.02699415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962.0037108152644,10.202098321039818,4.18510349069675,-1.8317460645842656,0,0,0,69.37,0,0,0,0,0,0,0,0,89.22,0,0,0,0,0,10.78,0,0,0,0,0,0,0,0,0,0,6.4548159928699995,6.464704181019999,6.36932620942,6.4282699131,12.3902934976,12.4551259482,13.5191090217,13.1997603944,1.76429753335,1.76921610252,2.04454103374,1.6848659897199998,3.78,1.6868,1.0722,871.6338000000001,182.88,0.6187,3.8748,134.0069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,20.56,20.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.36,7.43,1.69,"c(-113.987159, 48.552626)"
Lower MacDonald Creek,22957903,68.3612,459.8946,4,-9998,95620,96645,96645,0,1e-5,0,0,0,0,0,0,0,0,0,0,0,0,6.1414,0,0,0,0,31.392100000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2504,1357.3264413690913,8.796027595131827,3.1820093325632715,-2.431832073417813,0,0,0,31.74,0,0,0,0,0,0,0,25.09,60.24,0,0,0,0,0,2.44,2.44,0,0,0,0,0,0,2.44,0,7.34,7.80241866664,7.801999361859999,7.80133068448,7.78755579872,15.0014825309,14.9772469024,15.8807263452,15.7558859911,1.41791920319,1.4162251527899998,1.70388713512,1.33979191406,6.0995,2.7461,1.7616,879.1154,182.8436,0.95,5.4501,118.0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8500000000000005,8,10.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0500000000000003,2.61,0.76,2.57,2.61,0.8300000000000001,"c(-113.996176, 48.52781)"
Upper MacDonald Creek,22957933,67.6349,287.7372,4,-9998,96227,97181,96645,0,0.00474336,0,0,0,0,0,0,0,0,0,0,0,0,9.8158,0,0,0,0,24.910500000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445,1580.6770934516026,7.78373169802849,2.4129801696773416,-2.9574813276842273,0,0,0,25.91,0,0,0,0,0,0,0,39.58,52.53,0,0,0,0,0,0,3.9,0,0,0,0,0,0,3.72,0,0.27,7.67722972078,7.65323267136,7.765105666539999,7.73527265816,14.3013480548,14.3016137669,14.7755976746,14.4201636317,1.7118609164199998,1.73899708086,1.87828371709,1.6569806406799998,7.354100000000001,3.3192000000000004,2.1346000000000003,879.5435,182.88,1.0494,6.014200000000001,113.2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,6.88,8.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0.75,0.16,0.73,0.58,0.26,"c(-113.865751, 48.635873)"
DS1,2889268,68.4323,41.4918,2,-9998,200680,219187,201169,0,0.03861551,0,0,0,0.5705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3095,0,0,0,0,0,0,0,575.1299180658973,11.967059454296775,5.5185964333584225,-0.9299217869931892,0,0,0,0,0,0,0,0,0,0,19,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8939004196400004,6.9260815318099995,6.87002371996,7.017174518829999,14.0557992435,13.3744614381,13.789159105,13.6581066284,1.3306086094599998,2.36993088228,1.43356203062,1.49144165678,4.155,1.9783,1.3423,91,173.8144,0.5266000000000001,12.8425,108.3113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,5.66,5.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-105.419135, 40.03726)"
DS2,2889346,68.2947,62.9001,2,-9998,174832,201169,174884,0,0.03894074,0,0,0,0.3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1144,0,0,0,0,0,0,0,567.5207179916725,13.136412093884449,6.538772875554953,-0.05888624115847978,0,0,0,0,0,0,0,0,0,0,30.68,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.736862229700001,7.7122726192,7.58552813598,7.80435086429,16.3271666153,14.8582374784,16.2871955677,15.8495982606,1.7588941085099998,2.91296100151,1.73537895582,1.81034189298,4.0251,1.9225,1.3082,91,175.2974,0.7733,12.8231,91.9048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,8.98,9.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-105.372034, 40.05029)"
DS3,2889356,68.2946,62.9055,2,-9998,174700,174884,174884,1,1e-5,0,0,0,0.3763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1121,0,0,0,0,0,0,0,567.5192122464987,13.13677221425912,6.539054760481682,-0.05868251768360101,0,0,0,0,0,0,0,0,0,0,30.68,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.736862229700001,7.7122726192,7.58552813598,7.80435086429,16.3273630121,14.8582374784,16.2873919646,15.8497946574,1.7588941085099998,2.91296100151,1.73537895582,1.81034189298,4.0251,1.9225,1.3082,91,175.29770000000002,0.7733,12.8232,91.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,8.98,9.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-105.324921, 40.015746)"
US1,2889272,68.437,29.2743,2,-9998,219187,235193,219187,0,0.03671943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.1599385939065,11.21620919817352,4.8482371354932825,-1.5195847819365451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24053378952,6.257271880009999,6.2410799254,6.277763300619999,12.2784887198,11.6436389356,12.2731690643,11.8372259674,0.858761013331,1.66334192023,0.885356204193,1.0195189383599998,4.2717,2.0179,1.3596,91,172.422,0.2787,12.7893,124.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"c(-105.46799, 40.036316)"
