Study_ID,Fire_name,Fire_year,Site,comid,totdasqkm,streamorde,maxelevraw,minelevraw,maxelevsmo,minelevsmo,elevfixed,slope,burn_percentage,Climate,Biome,Time_Since_Fire,response_var,Effect_size
Hickenbottom et al. 2023,Caldor Fire_Mosquito Fire,2021_2022,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Csb,Temperate,1,NO3_Interp,-0.919819570352142
Crandall et al. 2021,Pole Creek Fire Complex,2018,Benjamin Slough,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,67,Csa,Temperate,0,DOC_Interp,0.8093287157961165
Crandall et al. 2021,Pole Creek Fire Complex,2018,Payson,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,90,Csa,Temperate,0,DOC_Interp,-0.5012324665111016
Crandall et al. 2021,Pole Creek Fire Complex,2018,Spanish Fork Lower,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,Csa,Temperate,0,DOC_Interp,0.6279152172921498
Crandall et al. 2021,Pole Creek Fire Complex,2018,Spanish Fork Upper,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,Csa,Temperate,0,DOC_Interp,0.8028695220357438
Crandall et al. 2021,Pole Creek Fire Complex,2018,Benjamin Slough,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,67,Csa,Temperate,0,NO3_Interp,1.28743921860061
Crandall et al. 2021,Pole Creek Fire Complex,2018,Payson,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,90,Csa,Temperate,0,NO3_Interp,-4.246086967895374
Crandall et al. 2021,Pole Creek Fire Complex,2018,Spanish Fork Lower,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,24,Csa,Temperate,0,NO3_Interp,0.3617241962673968
Crandall et al. 2021,Pole Creek Fire Complex,2018,Spanish Fork Upper,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,25,Csa,Temperate,0,NO3_Interp,-1.0139978491713204
Abbott et al. 2021,Anaktuvuk River wildfire,2007,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Dwc,Cold,>10,DOC_Interp,0.07122341316138577
Abbott et al. 2021,Anaktuvuk River wildfire,2007,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Dwc,Cold,>10,DOC_Interp,0.04747864478092809
Abbott et al. 2021,Anaktuvuk River wildfire,2007,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Dwc,Cold,>10,NO3_Interp,0.2553866095914989
Abbott et al. 2021,Anaktuvuk River wildfire,2007,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Dwc,Cold,>10,NO3_Interp,0.3732247996318643
Rhea et al. 2021,Hayman Fire_High Park Fire,2002_2012,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Dfc,Cold,>10,DOC_Interp,0.6751369247546402
Rhea et al. 2021,Hayman Fire_High Park Fire,2002_2012,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Dfc,Cold,>10,DOC_Interp,-0.7742485959609271
Rhea et al. 2021,Hayman Fire_High Park Fire,2002_2012,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Dfc,Cold,>10,DOC_Interp,-0.7867838119603353
Rhea et al. 2021,Hayman Fire_High Park Fire,2002_2012,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Dfc,Cold,>10,NO3_Interp,2.159311553728295
Rhea et al. 2021,Hayman Fire_High Park Fire,2002_2012,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Dfc,Cold,>10,NO3_Interp,3.216774838319497
Rhea et al. 2021,Hayman Fire_High Park Fire,2002_2012,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Dfc,Cold,>10,NO3_Interp,2.6558282600148906
Crandall et al. 2021,Pole Creek Fire Complex,2018,Dry Creek,10329181,45.6336,2,-9998,136741,137637,137637,0,1e-5,0,N/A,N/A,N/A,N/A,-9999
Coombs & Melack; 2013,Gaviota Fire,2004,Rattlesnake,14937281,503.5878,4,-9998,23793,30167,23822,0,0.02923963,0,N/A,N/A,N/A,N/A,-9999
Gerla & Galloway; 1998,Clover-Mist Wildfire,1988,Crow Creek,12794143,49.9266,2,-9998,203780,221765,203780,1,0.06455491,9.1827,N/A,N/A,N/A,N/A,-9999
Mast & Clow; 2008,Rampage Fire_Others in Glacier NP,2003,Pinchot,22957733,47.3841,2,-9998,109637,118922,109637,0,0.06599147,0.2982,N/A,N/A,N/A,N/A,-9999
Murphy et al. 2015,Fourmile Canyon Fire,2010,US1,2889272,29.2743,2,-9998,219187,235193,219187,0,0.03671943,0,N/A,N/A,N/A,N/A,-9999
Murphy et al. 2018,Fourmile Canyon Fire,2010,US1,2889272,29.2743,2,-9998,219187,235193,219187,0,0.03671943,0,N/A,N/A,N/A,N/A,-9999
Murphy et al. 2015,Fourmile Canyon Fire,2010,US2,2889272,29.2743,2,-9998,219187,235193,219187,0,0.03671943,0,N/A,N/A,N/A,N/A,-9999
Wagner et al. 2015,High Park Fire,2012,PBR,2899241,609.7059,4,-9998,212965,217616,213124,0,0.01145918,0,N/A,N/A,N/A,N/A,-9999
Writer et al. 2014,Hewlett Gulch_High Park fire,2012_2012,PBR,2899241,609.7059,4,-9998,212965,217616,213124,0,0.01145918,0,N/A,N/A,N/A,N/A,-9999
Crandall et al. 2021,Pole Creek Fire Complex,2018,Hobble Creek Lower,10348934,312.3927,4,-9998,136943,144881,137637,0,0.0078628,0,N/A,N/A,N/A,N/A,-9999
Crandall et al. 2021,Pole Creek Fire Complex,2018,Hobble Creek Upper,10348934,312.3927,4,-9998,136943,144881,137637,0,0.0078628,0,N/A,N/A,N/A,N/A,-9999
Crandall et al. 2021,Pole Creek Fire Complex,2018,Mill Race,10376606,35.2287,1,137801,136740,137801,137637,0,3.8246e-4,0,N/A,N/A,N/A,N/A,-9999
Crandall et al. 2021,Pole Creek Fire Complex,2018,Mitsubishi Race,10329067,41.0931,3,-9998,136739,137637,137637,0,1e-5,0,N/A,N/A,N/A,N/A,-9999
Crandall et al. 2021,Pole Creek Fire Complex,2018,Provo River,10376192,1754.6553,5,-9998,136752,137637,137637,0,1e-5,0,N/A,N/A,N/A,N/A,-9999
Abbott et al. 2021,Anaktuvuk River wildfire,2007,Anaktuvuk Fire,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Burd et al 2018,Northwest Territories Fire,2013,Scotty Creek,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,N/A,N/A,N/A,N/A,-9999
Burd et al 2018,Northwest Territories Fire,2013,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Coombs & Melack; 2013,Gaviota Fire,2004,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Crandall et al. 2021,Pole Creek Fire Complex,2018,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Gerla & Galloway; 1998,Clover-Mist Wildfire,1988,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Gluns & Toews; 1989,Matt fire,1985,West Fork,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,N/A,N/A,N/A,N/A,-9999
Gluns & Toews; 1989,Matt fire,1985,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Hauer & Spencer 1998,Red Bench Fire,1988,Coal_Creek,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,N/A,N/A,N/A,N/A,-9999
Hauer & Spencer 1998,Red Bench Fire,1988,Logging_Creek,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.5154,N/A,N/A,N/A,N/A,-9999
Hauer & Spencer 1998,Red Bench Fire,1988,Wally_Creek,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,93.5391,N/A,N/A,N/A,N/A,-9999
Hauer & Spencer 1998,Red Bench Fire,1988,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Hickenbottom et al. 2023,Caldor Fire_Mosquito Fire,2021_2022,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Mast & Clow; 2008,Rampage Fire_Others in Glacier NP,2003,Fish Creek,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,73,N/A,N/A,N/A,N/A,-9999
Mast & Clow; 2008,Rampage Fire_Others in Glacier NP,2003,Lower MacDonald Creek,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,31.3921,N/A,N/A,N/A,N/A,-9999
Mast & Clow; 2008,Rampage Fire_Others in Glacier NP,2003,Upper MacDonald Creek,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,26,N/A,N/A,N/A,N/A,-9999
Mast & Clow; 2008,Rampage Fire_Others in Glacier NP,2003,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Murphy et al. 2015,Fourmile Canyon Fire,2010,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Murphy et al. 2018,Fourmile Canyon Fire,2010,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Neary & Currier; 1982,Jumping Branch Wildfire,1978,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Oliver et al. 2012,Angora Fire,2007,Control,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,74,N/A,N/A,N/A,N/A,-9999
Oliver et al. 2012,Angora Fire,2007,Site 1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Oliver et al. 2012,Angora Fire,2007,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Rhea et al. 2021,Hayman Fire_High Park Fire,2002_2012,U1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,N/A,N/A,N/A,N/A,-9999
Rhea et al. 2021,Hayman Fire_High Park Fire,2002_2012,U2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,N/A,N/A,N/A,N/A,-9999
Rhea et al. 2021,Hayman Fire_High Park Fire,2002_2012,U3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,N/A,N/A,N/A,N/A,-9999
Rhea et al. 2021,Hayman Fire_High Park Fire,2002_2012,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Tiedemann; 1973,Safety Harbor Fire,1970,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Uzun et al. 2020,Rocky Fire_Wragg Fire,2015,Reference,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,N/A,N/A,N/A,N/A,-9999
Uzun et al. 2020,Rocky Fire_Wragg Fire,2015,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Wagner et al. 2015,High Park Fire,2012,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
Writer et al. 2014,Hewlett Gulch_High Park fire,2012_2012,N/A,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,N/A,N/A,N/A,N/A,-9999
