Study_ID,Comparison_ID,Pair_Burn,Pair_Unburn,pair_key,response_var,year,lnRR_mean,lnRR_sd,lnRR_n,lnRR_area_mean,lnRR_area_sd,lnRR_area_n,lnRR_var,lnRR_area_var
Burd et al 2018,Burd_et_al_2018_C1,Site_1,Control_1,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,DOC,2016,0.0634960942570269,0.12330123123185743,124,-0.8101052289220776,0.12330123123185745,124,1.226064001878385e-4,1.2260640018783855e-4
Hauer & Spencer 1998,Hauer_Spencer_1998_C1,Site_1,Control_1,Hauer & Spencer 1998 | Hauer_Spencer_1998_C1 | Site_1 | Control_1,NO3,1991,-0.2762309528734763,7.356138849316857e-4,20,-0.013446432043422673,7.35613884931701e-4,20,2.7056389385214368e-08,2.7056389385215496e-8
Hauer & Spencer 1998,Hauer_Spencer_1998_C1,Site_1,Control_1,Hauer & Spencer 1998 | Hauer_Spencer_1998_C1 | Site_1 | Control_1,NO3,1993,-0.5181461691129526,0.336625226727269,70,-0.255361648282899,0.336625226727269,70,0.0016188077609883612,0.0016188077609883612
Hauer & Spencer 1998,Hauer_Spencer_1998_C2,Site_2,Control_2,Hauer & Spencer 1998 | Hauer_Spencer_1998_C2 | Site_2 | Control_2,NO3,1989,0.8094199334499694,0.2535857292873179,25,2.0051872899784953,0.25358572928731793,25,0.0025722288839272345,0.0025722288839272354
Hauer & Spencer 1998,Hauer_Spencer_1998_C2,Site_2,Control_2,Hauer & Spencer 1998 | Hauer_Spencer_1998_C2 | Site_2 | Control_2,NO3,1991,1.3484728992566015,0.33177511706275337,21,2.544240255785127,0.3317751170627533,21,0.005241653728666843,0.005241653728666841
Hauer & Spencer 1998,Hauer_Spencer_1998_C2,Site_2,Control_2,Hauer & Spencer 1998 | Hauer_Spencer_1998_C2 | Site_2 | Control_2,NO3,1993,1.3404240621742258,0.15924695017203333,68,2.5361914187027512,0.15924695017203333,68,3.7293516381020685e-4,3.7293516381020685e-4
Hauer & Spencer 1998,Hauer_Spencer_1998_C3,Site_3,Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,NO3,1989,2.376176291505856,0.6554115699524804,26,3.1855326460859668,0.6554115699524806,26,0.01652170484721443,0.01652170484721444
Hauer & Spencer 1998,Hauer_Spencer_1998_C3,Site_3,Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,NO3,1990,1.7040711183337776,0.6519240230816853,100,2.5134274729138886,0.6519240230816853,100,0.004250049318710097,0.004250049318710097
Hauer & Spencer 1998,Hauer_Spencer_1998_C3,Site_3,Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,NO3,1991,2.5164534692131104,0.1147675870321102,19,3.325809823793221,0.1147675870321101,19,6.932420543775256e-4,6.932420543775245e-4
Hauer & Spencer 1998,Hauer_Spencer_1998_C3,Site_3,Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C3 | Site_3 | Control_3_4_5,NO3,1993,2.6736963655425976,1.3245291565569541,71,3.4830527201227084,1.3245291565569546,71,0.02470954206435882,0.02470954206435884
Hauer & Spencer 1998,Hauer_Spencer_1998_C4,Site_4,Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C4 | Site_4 | Control_3_4_5,NO3,1991,2.5826629593451162,0.18121099575286828,21,3.1867357602011777,0.18121099575286834,21,0.001563686903892669,0.0015636869038926696
Hauer & Spencer 1998,Hauer_Spencer_1998_C4,Site_4,Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C4 | Site_4 | Control_3_4_5,NO3,1993,1.164029945386817,2.290007498198566,70,1.768102746242878,2.290007498198566,70,0.07491620488293793,0.07491620488293793
Hauer & Spencer 1998,Hauer_Spencer_1998_C5,Site_5,Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C5 | Site_5 | Control_3_4_5,NO3,1989,2.700909626103924,0.2813231189740727,60,3.2587314093092292,0.2813231189740727,60,0.0013190449544883377,0.0013190449544883377
Hauer & Spencer 1998,Hauer_Spencer_1998_C5,Site_5,Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C5 | Site_5 | Control_3_4_5,NO3,1990,2.226833588382098,0.3512542647499728,19,2.7846553715874034,0.3512542647499728,19,0.006493660973949683,0.006493660973949683
Hauer & Spencer 1998,Hauer_Spencer_1998_C5,Site_5,Control_3_4_5,Hauer & Spencer 1998 | Hauer_Spencer_1998_C5 | Site_5 | Control_3_4_5,NO3,1991,2.4965759490770547,0.11855904136597012,14,3.0543977322823603,0.11855904136597008,14,0.001004017592115558,0.0010040175921155574
Hickenbottom et al. 2023,Hickenbottom_et_al_2023_C1,Site_1,Control_1,Hickenbottom et al. 2023 | Hickenbottom_et_al_2023_C1 | Site_1 | Control_1,DOC,2022,0.7906213914156167,0.16638024913375665,80,0.1765288445013663,0.16638024913375665,80,3.460298412726366e-4,3.460298412726366e-4
Hickenbottom et al. 2023,Hickenbottom_et_al_2023_C1,Site_1,Control_1,Hickenbottom et al. 2023 | Hickenbottom_et_al_2023_C1 | Site_1 | Control_1,NO3,2022,0.759694234359738,1.5210808963147875,64,0.14560168744548763,1.5210808963147877,64,0.036151360830215584,0.03615136083021559
Hickenbottom et al. 2023,Hickenbottom_et_al_2023_C2,Site_2,Control_2,Hickenbottom et al. 2023 | Hickenbottom_et_al_2023_C2 | Site_2 | Control_2,DOC,2022,0.8332892368696152,0.25623317796730466,4,0.25974572707899857,0.2562331779673047,4,0.016413860372806104,0.01641386037280611
Hickenbottom et al. 2023,Hickenbottom_et_al_2023_C2,Site_2,Control_2,Hickenbottom et al. 2023 | Hickenbottom_et_al_2023_C2 | Site_2 | Control_2,NO3,2022,-0.6608779199911599,1.8173100064290557,2,-1.2344214297817762,1.8173100064290555,2,1.6513078297335873,1.6513078297335868
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,DOC,2004,0.383496715479039,0.2694123701519497,139,-0.3284991906395737,0.26941237015194963,139,5.221800373445406e-4,5.221800373445405e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,DOC,2005,0.7214406160987815,0.2957344767000377,221,0.009444709980168726,0.2957344767000377,221,3.957415416698876e-4,3.957415416698876e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,DOC,2006,0.3541993377364662,0.23712726085000757,234,-0.3577965683821465,0.23712726085000754,234,2.4029631554798092e-4,2.4029631554798084e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,DOC,2007,0.6843212665844314,0.0899570883086248,123,-0.027674639534181415,0.08995708830862481,123,6.57908759102904e-5,6.579087591029043e-5
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2004,1.5273101649022436,0.6035740141577578,215,0.8153142587836307,0.6035740141577578,215,0.0016944260026349267,0.0016944260026349267
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2005,1.2466948832010674,0.38707146658440916,316,0.5346989770824545,0.3870714665844092,316,4.7412759570824485e-4,4.74127595708245e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2006,1.2252520883278786,0.4878243403289715,261,0.5132561822092658,0.4878243403289715,261,9.117723640513263e-4,9.117723640513263e-4
Mast & Clow; 2008,Mast_Clow_2008_C1,Site_1,Control_1,Mast & Clow; 2008 | Mast_Clow_2008_C1 | Site_1 | Control_1,NO3,2007,0.922578246187251,0.48041927403156687,138,0.21058234006863835,0.48041927403156687,138,0.0016724831801523024,0.0016724831801523024
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2011,0.031218434928070804,0.2543612347508,305,-0.32545650901066164,0.2543612347508,305,2.1212995981623474e-4,2.1212995981623474e-4
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2012,-0.009352976426713039,0.13188288101029458,264,-0.3660279203654455,0.13188288101029458,264,6.588293296808907e-5,6.588293296808907e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2013,0.0018152434524691455,0.13889706116336978,213,-0.3548597004862633,0.13889706116336978,213,9.057461783953468e-5,9.057461783953468e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2014,-0.04364970492250701,0.09724137704092652,173,-0.4003246488612395,0.09724137704092653,173,5.4658297160783994e-5,5.465829716078401e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,DOC,2015,0.009467226822968007,0.04573382891813926,207,-0.3472077171157644,0.04573382891813928,207,1.0104266219872614e-5,1.010426621987262e-5
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2011,0.44993447824482435,1.1454859233276251,305,0.09325953430609193,1.1454859233276251,305,0.004302091805054891,0.004302091805054891
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2012,0.6170858819718654,0.8206388354050939,264,0.2604109380331329,0.8206388354050937,264,0.002550939765814503,0.0025509397658145024
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2013,0.9276565210831899,0.7960273102020093,213,0.5709815771444574,0.7960273102020095,213,0.0029749271295185257,0.0029749271295185266
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2014,0.47063469787218154,0.4380754849707969,173,0.11395975393344918,0.4380754849707969,173,0.00110930711290404,0.00110930711290404
Murphy et al. 2018,Murphy_et_al_2018_C1,Site_1,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C1 | Site_1 | Control_1_2_3,NO3,2015,0.9746252383101225,0.5594267940982999,207,0.6179502943713903,0.5594267940982999,207,0.0015118760287686067,0.0015118760287686067
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2011,0.28028868712806826,0.40799573175040255,305,-0.37749134959458575,0.40799573175040255,305,5.457721873001523e-4,5.457721873001523e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2012,0.18265869089499198,0.28588341822340985,264,-0.4751213458276621,0.28588341822340985,264,3.0958079096629187e-4,3.0958079096629187e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2013,0.12305649912924103,0.2450291803948244,270,-0.5347235375934131,0.2450291803948244,270,2.2236777498133112e-4,2.2236777498133112e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2014,0.04851044651433471,0.1587127732920856,173,-0.6092695902083194,0.1587127732920856,173,1.4560545899459517e-4,1.4560545899459517e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,DOC,2015,0.17774526497732746,0.24298370070634595,154,-0.4800347717453266,0.24298370070634595,154,3.833836286295526e-4,3.833836286295526e-4
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2011,1.436502945987974,1.700916045169087,305,0.7787229092653198,1.700916045169087,305,0.009485624238405403,0.009485624238405403
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2012,1.6261474792435584,1.142825096324876,264,0.9683674425209043,1.1428250963248763,264,0.004947156063598342,0.004947156063598343
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2013,1.7502398994205772,0.9554867122478168,270,1.0924598626979232,0.9554867122478168,270,0.003381314286230156,0.003381314286230156
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2014,0.8657917321847591,0.7772875395611802,173,0.208011695462105,0.7772875395611802,173,0.0034923463535090947,0.0034923463535090947
Murphy et al. 2018,Murphy_et_al_2018_C2,Site_2,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C2 | Site_2 | Control_1_2_3,NO3,2015,0.8387757385800513,0.9661294731903254,154,0.18099570185739694,0.9661294731903254,154,0.00606107895433127,0.00606107895433127
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2011,0.4012904353386797,0.3884411713753357,305,-0.4891873655029959,0.3884411713753358,305,4.947099790801406e-4,4.947099790801409e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2012,0.25401774716919967,0.2668997804945673,264,-0.6364600536724758,0.2668997804945673,264,2.6983141222745535e-4,2.6983141222745535e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2013,0.20062120160053448,0.2234969373486507,270,-0.689856599241141,0.22349693734865067,270,1.850032629786174e-4,1.8500326297861736e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2014,0.10876719349817375,0.21357391646437401,173,-0.7817106073435017,0.21357391646437401,173,2.6366368667012373e-4,2.6366368667012373e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,DOC,2015,0.22757901283432688,0.23698152732788202,207,-0.6628987880073486,0.236981527327882,207,2.7130552799350575e-4,2.713055279935057e-4
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2011,0.6937520720033888,1.810957772764495,305,-0.19672572883828643,1.810957772764495,305,0.01075268214667587,0.01075268214667587
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2012,1.346287197338244,1.0580032181649628,264,0.4558093964965685,1.0580032181649628,264,0.004240040945634158,0.004240040945634158
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2013,1.5092732794213302,1.1667774701405746,270,0.6187954785796548,1.1667774701405742,270,0.005042109869731999,0.005042109869731994
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2014,0.526009703589153,1.0840693083810233,173,-0.3644680972525225,1.0840693083810233,173,0.006793099799848036,0.006793099799848036
Murphy et al. 2018,Murphy_et_al_2018_C3,Site_3,Control_1_2_3,Murphy et al. 2018 | Murphy_et_al_2018_C3 | Site_3 | Control_1_2_3,NO3,2015,0.7741934984396964,1.375217303067751,207,-0.11628430240197901,1.3752173030677508,207,0.009136341210903086,0.009136341210903082
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1978,0.9259049534099654,0.5843553370623037,237,1.4440432240222427,0.5843553370623038,237,0.0014408065820810064,0.0014408065820810073
Neary & Currier; 1982,Neary_Currier_1982_C1,Site_1,Control_1,Neary & Currier; 1982 | Neary_Currier_1982_C1 | Site_1 | Control_1,NO3,1979,0.41848557085366955,0.1301679914130511,41,0.9366238414659468,0.1301679914130511,41,4.132611216709304e-4,4.132611216709304e-4
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2008,0.8781560426632523,1.1802714314913338,132,-0.016716606303767777,1.1802714314913338,132,0.010553338272686381,0.010553338272686381
Oliver et al. 2012,Oliver_et_al_2012_C1,Site_1,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C1 | Site_1 | Control_1_2_3,NO3,2009,-0.13527642977524965,0.6808835196049504,86,-1.0301490787422696,0.6808835196049504,86,0.005390725200809592,0.005390725200809592
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2008,0.10459089657130487,1.2924144339670993,237,-1.0242103093864878,1.2924144339670995,237,0.007047827295892395,0.007047827295892398
Oliver et al. 2012,Oliver_et_al_2012_C2,Site_2,Control_1_2_3,Oliver et al. 2012 | Oliver_et_al_2012_C2 | Site_2 | Control_1_2_3,NO3,2009,-1.4283034293976016,1.0487353031564446,150,-2.557104635355394,1.0487353031564448,150,0.007332304907244265,0.007332304907244269
