Study_ID,Comparison_ID,Pair_Burn,Pair_Unburn,pair_key,response_var,year,month,lnRR_mean,lnRR_sd,lnRR_n,lnRR_area_mean,lnRR_area_sd,lnRR_area_n,lnRR_var,lnRR_area_var
Burd et al 2018,Burd_et_al_2018_C1,Site_1,Control_1,Burd et al 2018 | Burd_et_al_2018_C1 | Site_1 | Control_1,DOC,2016,4,0.30476495378637664,0.005119030323215762,2,-0.5688363693927279,0.005119030323215762,2,1.3102235725001236e-5,1.3102235725001236e-5
Rhea et al. 2021,Rhea_et_al_2021_C2,Site_2,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C2 | Site_2 | Control_2_3,NO3,2017,6,2.8025620714232486,0.1883337816793944,6,3.159237015361981,0.1883337816793944,6,0.005911602220276966,0.005911602220276966
Rhea et al. 2021,Rhea_et_al_2021_C2,Site_2,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C2 | Site_2 | Control_2_3,NO3,2017,7,1.8437788671933595,0.2787971208754927,31,2.2004538111320917,0.2787971208754927,31,0.0025073495034988414,0.0025073495034988414
Rhea et al. 2021,Rhea_et_al_2021_C2,Site_2,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C2 | Site_2 | Control_2_3,NO3,2017,8,3.3331401754563617,0.5752311721451652,15,3.689815119395094,0.575231172145165,15,0.022059393427166712,0.02205939342716669
Rhea et al. 2021,Rhea_et_al_2021_C3,Site_3,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C3 | Site_3 | Control_2_3,DOC,2017,6,-0.09537657017825973,0.03558824674537763,6,-0.06347782309754899,0.035588246745377645,6,2.1108721773498024e-4,2.1108721773498043e-4
Rhea et al. 2021,Rhea_et_al_2021_C3,Site_3,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C3 | Site_3 | Control_2_3,DOC,2017,7,0.06179400829372531,0.12714261336079227,31,0.09369275537443604,0.12714261336079222,31,5.214594881358681e-4,5.214594881358677e-4
Rhea et al. 2021,Rhea_et_al_2021_C3,Site_3,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C3 | Site_3 | Control_2_3,DOC,2017,8,0.5688896665492249,0.1093004949239285,15,0.6007884136299355,0.10930049492392847,15,7.964398793743814e-4,7.964398793743808e-4
Rhea et al. 2021,Rhea_et_al_2021_C3,Site_3,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C3 | Site_3 | Control_2_3,NO3,2017,6,2.6822045145894493,0.15819219559623982,6,2.71410326167016,0.15819219559623982,6,0.004170795124593166,0.004170795124593166
Rhea et al. 2021,Rhea_et_al_2021_C3,Site_3,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C3 | Site_3 | Control_2_3,NO3,2017,7,1.6049309394963596,0.4568931897334916,31,1.63682968657707,0.45689318973349147,31,0.006733915704027237,0.006733915704027233
Rhea et al. 2021,Rhea_et_al_2021_C3,Site_3,Control_2_3,Rhea et al. 2021 | Rhea_et_al_2021_C3 | Site_3 | Control_2_3,NO3,2017,8,2.9341283009223265,0.5190373604688492,15,2.966027048003037,0.5190373604688493,15,0.017959985437498004,0.01795998543749801
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1970,9,-0.03039523593697253,1.3551351591101806e-4,12,1.3848866620561704,1.3551351591102278e-4,12,1.5303260828804788e-9,1.5303260828805855e-9
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1970,10,-0.014316984366856828,0.05768562221798637,31,1.400964913626286,0.057685622217986385,31,1.073429358282659e-4,1.0734293582826594e-4
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1970,11,0.7451700515885644,0.3522999537304596,16,2.1604519495817076,0.3522999537304596,16,0.0077572035874052475,0.0077572035874052475
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1971,1,-1.7217002691770094,0.4908212183381876,14,-0.3064183711838664,0.4908212183381876,14,0.0172075334550702,0.0172075334550702
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1971,2,0.9975258298573655,1.5925540426239178,28,2.4128077278505082,1.5925540426239175,28,0.09057958495277797,0.09057958495277794
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1971,3,1.4391857798448802,0.4343665210990305,31,2.854467677838023,0.43436652109903057,31,0.0060862669242475655,0.006086266924247567
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1971,4,1.313226612947157,0.9281170408177629,30,2.7285085109403,0.9281170408177631,30,0.0287133747152107,0.028713374715210713
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1971,5,0.31672901554207,0.2015345499770121,31,1.7320109135352129,0.2015345499770121,31,0.001310199188207638,0.001310199188207638
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1971,6,0.607167486350935,1.2935657012820994,30,2.022449384344078,1.2935657012820991,30,0.05577707411778165,0.055777074117781635
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1971,7,2.7793843402491585,0.1343410155993446,31,4.194666238242301,0.13434101559934464,31,5.821776926536565e-4,5.821776926536568e-4
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1971,8,2.132916989615183,0.4299093556154434,31,3.548198887608326,0.4299093556154434,31,0.0059620017434092185,0.0059620017434092185
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1971,9,1.0259901012985913,0.14588262714012767,15,2.441271999291734,0.14588262714012776,15,0.0014187827267537012,0.0014187827267537027
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1972,3,2.9894851615778992,0.13892063890764428,13,4.404767059571042,0.1389206389076444,13,0.001484534147269853,0.0014845341472698554
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1972,4,1.5835192418234678,0.716652164406388,30,2.9988011398166106,0.7166521644063881,30,0.017119677491612022,0.017119677491612025
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1972,5,0.7742092419618789,0.26988221744823243,31,2.189491139955022,0.2698822174482324,31,0.002349561654670162,0.002349561654670161
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1972,6,-0.8003305940502036,0.4001593445622426,30,0.6149513039429394,0.40015934456224267,30,0.00533758336801612,0.005337583368016122
Tiedemann; 1973,Tiedemann_1973_C1,Site_1,Control_1,Tiedemann; 1973 | Tiedemann_1973_C1 | Site_1 | Control_1,NO3,1972,7,-0.5280929572679471,0.16625416893424755,20,0.8871889407251957,0.16625416893424755,20,0.001382022434400866,0.001382022434400866
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,DOC,2016,1,-0.06288547646249004,0.22062911499530463,8,-3.7181948889319596,0.2206291149953047,8,0.006084650797951419,0.006084650797951422
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,DOC,2016,3,-0.10945325069702672,0.2489593996336686,28,-3.764762663166496,0.24895939963366862,28,0.0022135993809270253,0.0022135993809270257
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,DOC,2016,4,0.6660850536838325,0.22676051588098625,10,-2.989224358785637,0.22676051588098628,10,0.005142033156261102,0.005142033156261104
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,DOC,2017,1,0.10815428217133886,0.19812112509143065,25,-3.5471551302981306,0.19812112509143062,25,0.0015700792082997724,0.001570079208299772
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,DOC,2017,2,0.10295364440470839,0.3432404518347372,28,-3.552355768064761,0.3432404518347371,28,0.004207643134846948,0.004207643134846946
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,DOC,2017,3,0.41643142317074083,0.3500520963751203,30,-3.2388779892987287,0.3500520963751203,30,0.004084549005887217,0.004084549005887217
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,NO3,2016,12,1.0654343501501038,0.4289639671523293,17,-2.589875062319366,0.42896396715232926,17,0.010824122653827333,0.010824122653827331
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,NO3,2017,1,0.6826041564403986,0.32431800769738145,31,-2.9727052560290708,0.32431800769738145,31,0.003392973229574154,0.003392973229574154
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,NO3,2017,2,1.4190164635482834,0.45785311708341286,28,-2.236292948921186,0.45785311708341275,28,0.0074867670293927635,0.007486767029392759
Uzun et al. 2020,Uzun_et_al_2020_C1,Site_1,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C1 | Site_1 | Control_1_2,NO3,2017,3,1.4270810899730746,0.3173112721476764,23,-2.2282283224963946,0.3173112721476764,23,0.004377671453564207,0.004377671453564207
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,DOC,2016,1,0.20854660501896058,0.3141381519823727,8,-2.742276607363184,0.31413815198237277,8,0.012335347316362537,0.012335347316362542
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,DOC,2016,3,-0.28691802201097755,0.19223279622816436,28,-3.237741234393122,0.1922327962281643,28,0.0013197659980606774,0.0013197659980606765
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,DOC,2016,4,0.09249921978247515,0.2181098428222287,10,-2.8583239925996695,0.21810984282222873,10,0.00475719035359373,0.004757190353593732
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,DOC,2017,1,0.10197971909986545,0.08265866697367859,25,-2.848843493282279,0.08265866697367857,25,2.732982090346201e-4,2.7329820903462007e-4
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,DOC,2017,2,0.15827173864693925,0.2379757057674988,28,-2.7925514737352053,0.2379757057674988,28,0.0020225870191263986,0.0020225870191263986
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,DOC,2017,3,-0.02379169590880474,0.5387115480035913,30,-2.9746149082909494,0.5387115480035912,30,0.009673671065080856,0.009673671065080852
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,NO3,2016,12,1.342150927819966,0.2150550409235441,17,-1.6086722845621786,0.21505504092354408,17,0.002720510036860425,0.0027205100368604246
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,NO3,2017,1,1.493048544826437,0.429854110773113,31,-1.4577746675557075,0.4298541107731129,31,0.005960469566082055,0.005960469566082053
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,NO3,2017,2,1.0829671397886402,0.38384721434422986,28,-1.8678560725935043,0.38384721434422986,28,0.0052620958557080405,0.0052620958557080405
Uzun et al. 2020,Uzun_et_al_2020_C2,Site_2,Control_1_2,Uzun et al. 2020 | Uzun_et_al_2020_C2 | Site_2 | Control_1_2,NO3,2017,3,0.6184307408749262,0.3694413324826868,23,-2.3323924715072186,0.3694413324826868,23,0.005934212962894919,0.005934212962894919
Wagner et al. 2015,Wagner_et_al_2015_C1,Site_1,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C1 | Site_1 | Control_1_2,DOC,2013,3,-0.11384959607873837,0.013381813792841146,6,-0.5569404439058182,0.01338181379284108,6,2.9845490064378926e-5,2.984549006437863e-5
Wagner et al. 2015,Wagner_et_al_2015_C1,Site_1,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C1 | Site_1 | Control_1_2,DOC,2013,4,0.06387531220415572,0.09966687432561969,30,-0.37921553562292415,0.09966687432561969,30,3.3111619459462894e-4,3.3111619459462894e-4
Wagner et al. 2015,Wagner_et_al_2015_C1,Site_1,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C1 | Site_1 | Control_1_2,DOC,2013,5,0.026986764546598076,0.09253542067552926,31,-0.4161040832804817,0.09253542067552926,31,2.7621948643861835e-4,2.7621948643861835e-4
Wagner et al. 2015,Wagner_et_al_2015_C1,Site_1,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C1 | Site_1 | Control_1_2,DOC,2013,6,0.02871821554759929,0.011153064072253398,30,-0.4143726322794805,0.011153064072253407,30,4.146361273326319e-6,4.146361273326326e-6
Wagner et al. 2015,Wagner_et_al_2015_C1,Site_1,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C1 | Site_1 | Control_1_2,DOC,2013,7,0.04866446820059817,0.0030275781948294694,31,-0.39442637962648164,0.0030275781948294867,31,2.956848298647377e-7,2.956848298647411e-7
Wagner et al. 2015,Wagner_et_al_2015_C1,Site_1,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C1 | Site_1 | Control_1_2,DOC,2013,8,-0.03153030540062668,0.03708470656580737,24,-0.4746211532277065,0.03708470656580735,24,5.730314421133483e-5,5.730314421133477e-5
Wagner et al. 2015,Wagner_et_al_2015_C2,Site_2,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C2 | Site_2 | Control_1_2,DOC,2013,3,-0.1389014764750361,0.027297599086696076,6,-0.846679325664904,0.027297599086695993,6,1.2419315264966508e-4,1.2419315264966432e-4
Wagner et al. 2015,Wagner_et_al_2015_C2,Site_2,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C2 | Site_2 | Control_1_2,DOC,2013,4,0.1735452558270881,0.15548923287782768,30,-0.5342325933627798,0.15548923287782768,30,8.058967180311777e-4,8.058967180311777e-4
Wagner et al. 2015,Wagner_et_al_2015_C2,Site_2,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C2 | Site_2 | Control_1_2,DOC,2013,5,0.11339778031234594,0.12822097068488875,31,-0.594380068877522,0.12822097068488875,31,5.303424943024225e-4,5.303424943024225e-4
Wagner et al. 2015,Wagner_et_al_2015_C2,Site_2,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C2 | Site_2 | Control_1_2,DOC,2013,6,0.02833021161884924,0.03132949738909645,30,-0.6794476375710187,0.03132949738909646,30,3.2717913555113365e-5,3.27179135551134e-5
Wagner et al. 2015,Wagner_et_al_2015_C2,Site_2,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C2 | Site_2 | Control_1_2,DOC,2013,7,0.18573501705383588,0.06295811929326912,31,-0.522042832136032,0.06295811929326911,31,1.278620898369518e-4,1.2786208983695175e-4
Wagner et al. 2015,Wagner_et_al_2015_C2,Site_2,Control_1_2,Wagner et al. 2015 | Wagner_et_al_2015_C2 | Site_2 | Control_1_2,DOC,2013,8,0.0881833299544295,0.09539151393924009,24,-0.6195945192354384,0.09539151393924011,24,3.791475388175098e-4,3.7914753881751e-4
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,DOC,2012,8,0.0722503038714825,0.045979901962083104,17,-0.6355275453183855,0.04597990196208306,17,1.2436184614369257e-4,1.2436184614369235e-4
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,DOC,2012,9,0.1832764711589515,0.03625942574176067,30,-0.5245013780309165,0.03625942574176067,30,4.382486517074188e-5,4.382486517074188e-5
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,DOC,2012,10,-0.002496738763526709,0.06430814089781968,31,-0.7102745879533946,0.06430814089781967,31,1.3340441889463962e-4,1.3340441889463957e-4
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,DOC,2012,11,-0.12151890960153086,0.009525384986988511,5,-0.8292967587913987,0.009525384986988492,5,1.8146591830069224e-5,1.8146591830069153e-5
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,DOC,2013,4,0.20183440317318876,0.10765479985304102,29,-0.5059434460166791,0.10765479985304105,29,3.9963985970339037e-4,3.9963985970339064e-4
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,DOC,2013,5,0.23922550459054218,0.0915913813038813,31,-0.4685523445993257,0.09159138130388128,31,2.706122944888057e-4,2.7061229448880556e-4
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,DOC,2013,6,0.0813456394539524,NA,1,-0.6264322097359155,NA,1,NA,NA
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,NO3,2012,11,-0.31845373111853426,NA,1,-1.0262315803084023,NA,1,NA,NA
Writer et al. 2014,Writer_et_al_2014_C1,Site_1,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C1 | Site_1 | Control_1_2,NO3,2013,6,2.159484249353372,NA,1,1.4517064001635045,NA,1,NA,NA
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,DOC,2012,8,0.04895767953176752,0.03138516601035078,17,-0.3941331682953123,0.031385166010350796,17,5.7942861499839886e-5,5.794286149983993e-5
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,DOC,2012,9,0.12596931092150637,0.025570872876185313,30,-0.31712153690557343,0.025570872876185317,30,2.179565132166766e-5,2.1795651321667665e-5
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,DOC,2012,10,-0.011045426754490814,0.05405421185185323,31,-0.4541362745815706,0.05405421185185318,31,9.425347802983969e-5,9.425347802983952e-5
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,DOC,2012,11,-0.12151890960153086,0.009525384986988511,5,-0.5646097574286106,0.009525384986988458,5,1.8146591830069224e-5,1.814659183006902e-5
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,DOC,2013,4,0.12587796868841492,0.05854438707264023,29,-0.31721287913866486,0.058544387072640224,29,1.1818776750728015e-4,1.1818776750728013e-4
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,DOC,2013,5,0.12665348442887328,0.0648709217447548,31,-0.31643736339820655,0.0648709217447548,31,1.3574956412948713e-4,1.3574956412948713e-4
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,DOC,2013,6,0.01680711831638119,NA,1,-0.4262837295106985,NA,1,NA,NA
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,NO3,2012,11,0,NA,1,-0.4430908478270799,NA,1,NA,NA
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,NO3,2013,4,1.2347856438834066,0.09732211751951979,29,0.7916947960563268,0.09732211751951982,29,3.266067089132145e-4,3.266067089132147e-4
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,NO3,2013,5,1.1236027361154441,0.08512285573824523,31,0.6805118882883643,0.08512285573824521,31,2.3373872803335833e-4,2.3373872803335825e-4
Writer et al. 2014,Writer_et_al_2014_C2,Site_2,Control_1_2,Writer et al. 2014 | Writer_et_al_2014_C2 | Site_2 | Control_1_2,NO3,2013,6,0.28768207245178085,NA,1,-0.15540877537529893,NA,1,NA,NA
