DateTime,SiteCode,SampleCode,SamplingMethod,Offset,SampleType,SampleMedium,pH,Cond,pH,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,B,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,Tl205,Pb208,U238,dD,d18O,NH4-N,Ortho-P,FI,HIX,SUVA254,SamplingNote
MST,,,,hr,,,pH,uS/cm,,meq/kg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,mg/L,mg/L,nm/nm,nm/nm,L/(mg.cm),
(Detection limit),,,,,,,,,,,0.00023,0.00026,0.0002,0.11,2.5,0.13,0.16,0.25,2.5,0.22,0.983,1.141,2.332,1.449,0.724,0.109,1.052,0.014,0.04,0.015,0.012,0.006,0.004,0.042,0.039,3.69,0.366,0.096,0.684,0.723,0.138,0.114,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.012,0.342,0.003,0.00029,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,0.4,0.1,0.01,0.01,,,,
(Lab Method),,,,,,,PH_EC1,PH_EC1,PH_EC2,GA_titration,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,
3/25/2011 13:00,MC_SnowLys_SE,JEMEZ_P50,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.67,43.27,1.166,0.725,0.362,42.24,0.526,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-143.79,-19.66,-9999,-9999,-9999,-9999,-9999,
2/13/2011 13:00,MC_Pit3,JEMEZ_P51,Snow,,Grab,Snow,-9999,-9999,7.19,-9999,-9999,-9999,-9999,0.26,0.334,0.062,0.287,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0127,0.0292,-9999,0.000306,0.00472,0.017,-9999,-9999,-9999,2.48,11.4,0.3615,-9999,-9999,0.0472,0.0015,0.0202,4.75,0.655,0.0007,0.068,0.149,4.73,0.0457,0.0285,-9999,1.19,0.11,0.158,0.003,0.154,0.012,9.1,1.99,2.95,0.641,1.69,1.3594,2.49,2.62,0.08,0.4258,0.08,0.15,0.114,0.286,0.12,0.002,0.04885,0.222,-155.23,-21.26,0.005,0.005,-9999,-9999,-9999,integrated 0-61cm snow
2/13/2011 13:00,MC_Pit3,JEMEZ_P52,Snow,,Grab,Snow,-9999,-9999,8.47,-9999,0.85904,-9999,-9999,0.642,0.451,0.858,0.144,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0398,0.0641,-9999,0.00232,0.00764,0.015,-9999,-9999,-9999,6.21,20.63,0.3615,-9999,-9999,0.1809,0.0121,0.0533,4.03,2.71,0.00963,0.19551,0.593,12.92,0.12,0.0285,-9999,2.11,0.311,0.1259,0.008,0.186,0.0737,14.2,3.81,6.57,0.908,1.65,0.929,2.64,3.42,0.16,0.78,0.04,0.517,0.02,0.851,0.21,0.004,0.0191,0.576,-131.78,-18.3,0.103,0.005,-9999,-9999,-9999,integrated 61-73cm snow
2/13/2011 10:30,MC_Pit1,JEMEZ_P53,Snow,,Grab,Snow,-9999,-9999,-9999,-9999,0.62715,-9999,-9999,0.274,0.351,0.173,0.259,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.00648,0.0333,-9999,0.000307,0.00661,0.024,-9999,-9999,-9999,2.44,6.2,0.3615,-9999,-9999,0.0386,0.00161,0.0168,1.52,0.546,0.0007,0.051,0.142,14.52,0.0444,0.0285,-9999,0.82,0.0673,0.0345,0.013,0.102,0.011,18.1,0.271,3,0.211,0.615,0.24,3.65,2.66,0.02,0.056,0.01,0.04,0.114,0.46,0.05,0.001,0.002,0.27,-145.37,-19.47,0.005,0.005,-9999,-9999,-9999,integrated 0-48cm snow
2/13/2011 10:30,MC_Pit1,JEMEZ_P54,Snow,,Grab,Snow,-9999,-9999,8.9,-9999,-9999,-9999,-9999,0.336,0.338,0.575,0.187,0.023,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0292,0.0301,-9999,0.001709,0.0171,0.02,-9999,-9999,-9999,8.72,32.2,0.3615,-9999,-9999,0.298,0.0129,0.0956,3.59,4.28,0.0007,0.1042,0.173,39.72,0.0912,0.00586,-9999,2.28,0.131,0.0299,0.008,0.109,0.046,32.7,6.22,8.42,1.345,3.68,1.885,6.05,3.05,0.19,0.984,0.12,0.12,0.114,0.173,0.08,0.003,0.339,0.323,-134.54,-18.34,0.032,0.005,-9999,-9999,-9999,integrated 48-61cm snow
4/27/2011 12:30,MC_SnowLys_SW,JEMEZ_P55,Snow,,Grab,Snow,-9999,-9999,-9999,-9999,0.57611,2.786,0.6007,0.588,1.208,1.232,0.083,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.934327911,0.974213841,0.325002832,0.258261397,0.086452753,0.000438745,0.04557,-9999,-9999,-9999,81.06815,346.01044,134.81444,-9999,-9999,1.94444,2.0641,0.50954,137.60646,46.16796,0.39487,1.42592,15.05694,27.82044,2.10398,1.74501,-9999,0.171,0.16652,3.33048,0.15356,0.14459,0.25926,29.01701,7.84756,39.58679,5.58403,0.615,0.19943,0.29914,5.28489,2.49287,6.39172,1.29629,1.19658,0.49857,6.38175,2.03917,0.234,0.67208,0.12963,-61.38,-9.49,0.1945,0.0079,1.31,1.074,0.0176,integrated snow
4/27/2011 13:00,MC_SnowLys_SE,JEMEZ_P56,Snow,,Grab,Snow,-9999,-9999,-9999,-9999,0.26057,2.508,0.7766,0.613,1.078,1.174,0.102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.631302972,0.699227976,0.195809552,0.209768393,0.0796121,0.019378604,0.021,-9999,-9999,-9999,43.55191,104.8842,108.48023,-9999,-9999,1.67815,1.46838,0.34062,90.40019,15.68268,0.40755,1.66816,10.88798,62.83063,1.77804,1.94785,-9999,145.83898,0.07562,0.03806,0.28269,0.16981,0.46549,20.07783,186.79376,341.62281,47.04805,98.89081,51.84276,14.18434,71.52103,8.99007,39.55633,7.89129,19.97794,6.49283,13.98456,3.61601,0.234,0.86504,33.46305,-73.79,-10.85,0.1848,0.0089,-9999,-9999,-9999,integrated snow
4/27/2011 15:30,MC_SnowLys_SE,JEMEZ_P57,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,0.28175,2.926,0.8666,0.648,1.874,1.47,0.094,-9999,-9999,0.053,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.01310987,1.191893965,0.357572289,0.304926206,0.088398802,0.060091321,0.16091,-9999,-9999,-9999,61.77984,253.27747,209.67401,-9999,-9999,2.22487,2.43345,0.3526,199.64224,36.05479,0.48073,1.32102,9.05839,35.95547,2.93007,2.33413,-9999,195.66926,0.28407,0.00402,0.20461,0.11224,0.88597,50.15887,183.75032,407.23044,58.10483,83.33325,62.67376,23.73855,72.30823,11.72029,51.54941,8.74056,20.46085,4.8669,24.81702,6.34684,0.01271,0.61482,101.50964,-68.69,-10.56,0.31,0.0145,-9999,-9999,-9999,
4/27/2011 15:00,MC_SnowLys_SW,JEMEZ_P58,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,0.36375,4.576,2.068,0.875,1.725,1.762,0.107,0.096,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.186829671,1.196803029,0.376830904,0.50564928,0.076595394,0.105717601,0.021,-9999,-9999,-9999,108.70961,1535.89722,21.74192,-9999,-9999,2.44347,1.60571,1.05718,237.36593,96.44238,0.81582,4.66753,27.72594,244.34729,2.80251,2.42353,-9999,301.19543,0.43983,0.0749,0.61735,0.23637,3.89958,53.65667,244.34729,480.71588,72.80552,123.66965,84.27488,25.73127,73.00498,13.16483,64.82683,13.86297,35.10622,6.28322,36.90143,5.34572,0.01576,0.66921,105.21893,-76.96,-11.2,0.7412,0.005,1.35,2.727,0.0218,
4/27/2011 17:30,MC_SnowLys_SW,JEMEZ_P59,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,0.71041,4.814,4.942,0.923,0.925,0.994,0.129,0.509,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.316360162,0.520303033,0.311988566,0.497421638,0.027059737,0.133308999,0.0767,-9999,-9999,-9999,63.76945,423.80324,19.20048,-9999,-9999,2.08917,1.16397,0.80184,95.30599,53.82102,0.39993,2.75572,21.48861,129.32963,1.66139,1.81061,-9999,137.28837,0.21091,1.17392,0.34322,0.33427,3.72071,23.08036,112.41729,232.79333,32.73034,84.95962,51.73185,10.64482,44.07156,8.05823,25.16953,9.25204,14.42523,4.37731,22.07557,4.39721,0.02845,1.02469,40.68909,-73.14,-10.33,1.4121,0.005,-9999,-9999,-9999,
4/27/2011 19:00,MC_SnowLys_SE,JEMEZ_P60,Snow_Auto,,Automated,Snow,-9999,-9999,-9999,-9999,0.7997,2.126,0.6969,0.58,1.763,1.491,0.125,0.019,-9999,-9999,0.491,14.27,1.166,0.725,25.992,19.217,0.526,1.005121036,1.184251518,0.311864711,0.258744029,0.092749783,0.046076341,0.021,-9999,-9999,-9999,48.86281,270.68606,104.69181,-9999,-9999,1.25391,1.98039,0.37717,237.84547,16.32078,0.43688,1.41314,9.95169,154.25125,2.76657,2.6989,-9999,120.41549,0.15027,0.08539,0.52346,0.01294,1.11459,50.85315,134.34786,297.55563,42.19518,35.92561,67.07441,26.67054,47.46958,8.16039,31.04928,6.86667,24.77972,3.38358,18.77885,2.5546,0.00309,0.21695,53.14204,-71.06,-10.78,-9999,-9999,-9999,-9999,-9999,
4/28/2011 7:00,MC_SnowLys_SE,JEMEZ_P61,Snow_Auto,,Automated,Snow,-9999,-9999,-9999,-9999,1.333,2.769,1.015,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.491,18.993,1.166,0.725,34.578,20.597,0.526,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-73.3,-11.02,-9999,-9999,-9999,-9999,-9999,
4/30/2011 13:00,MC_SnowLys_SE,JEMEZ_P62,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,1.337,2.264,0.6972,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.491,6.734,1.166,0.725,9.529,6.001,0.526,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-99.8,-13.68,-9999,-9999,-9999,-9999,-9999,
4/30/2011 12:00,MC_SnowLys_SW,JEMEZ_P63,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,2.107,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.491,31.257,1.166,0.725,61.875,5.046,0.526,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-73.64,-10.61,-9999,-9999,-9999,-9999,-9999,
5/3/2011 12:00,MC_SnowLys_SE,JEMEZ_P64,Snow,,Grab,Snow,-9999,-9999,-9999,-9999,0.4295,0.7925,0.3072,0.261,0.31,0.756,0.134,-9999,-9999,-9999,0.491,2.417,1.166,0.725,13.51,2.402,0.526,0.274573917,0.237631245,0.577104452,0.085267682,0.015176449,0.003923911,0.021,-9999,-9999,-9999,11.38234,17.57273,0.3615,-9999,-9999,0.67096,0.5142,0.03954,37.4419,2.67585,0.18571,0.4483,2.17662,25.66018,0.47926,0.97848,-9999,71.68875,0.0015,0.39539,0.05921,0.02496,0.07369,37.94112,84.66861,171.7335,27.15786,30.55259,27.55724,11.78172,29.55414,6.58977,29.45429,4.09365,11.88156,3.39473,11.28249,4.52298,0.234,0.26958,8.19828,-115.03,-16.81,0.1769,0.0044,-9999,-9999,-9999,integrated snow
5/3/2011 13:30,MC_SnowLys_SW,JEMEZ_P65,Snow,,Grab,Snow,-9999,-9999,-9999,-9999,0.456,0.6982,0.2915,0.277,0.33,0.738,0.122,-9999,-9999,-9999,0.491,1.918,1.166,0.725,13.907,2.803,0.526,0.322865669,0.27053576,0.628946273,0.106634533,0.017377479,0.004255508,0.02231,-9999,-9999,-9999,14.02047,42.65381,9.6761,-9999,-9999,0.47097,0.74348,0.03772,39.79048,4.54184,0.18266,0.53317,2.26105,23.59783,0.48479,0.95774,-9999,84.91268,0.0015,0.1718,0.08669,0.01086,0.08175,44.62853,106.63453,194.50929,34.06381,46.80071,29.02829,18.75978,41.37025,7.10897,29.52197,6.02288,12.53943,1.87598,14.84985,2.30054,0.234,0.29226,6.74365,-111.76,-16.26,0.194,0.005,-9999,-9999,-9999,integrated snow
5/3/2011 13:00,MC_SnowLys_SE,JEMEZ_P66,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,0.9447,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.491,18.066,1.166,0.725,15.787,7.283,0.526,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-106.89,-15.68,-9999,-9999,-9999,-9999,-9999,
5/3/2011 14:30,MC_SnowLys_SW,JEMEZ_P67,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,1.217,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.491,13.096,2.368,0.725,12.956,6.3,0.526,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-101.49,-15.08,-9999,-9999,-9999,-9999,-9999,
5/3/2011 14:30,MC_SnowLys_SE,JEMEZ_P68,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,0.8708,4.555,0.557,0.41,0.711,-9999,0.46,-9999,-9999,-9999,0.491,8.518,1.166,0.725,8.415,4.449,0.526,1.007404942,1.392589184,0.156724189,0.930368093,0.054913446,0.028148079,0.04474,-9999,-9999,-9999,286.41905,1451.8483,604.54173,-9999,-9999,6.25184,1.9358,0.55111,223.20933,198.51803,0.53728,2.46913,10.27158,52.34555,1.24444,0.57284,-9999,414.8138,0.32197,0.06667,0.38815,0.10568,1.15555,75.16031,502.71482,1066.66406,133.33301,78.12327,125.43179,42.66656,110.61701,19.8518,80.78993,14.61725,51.16037,7.70368,38.61719,6.55801,0.234,0.25284,61.53071,-108.29,-15.92,0.2519,0.0464,-9999,-9999,-9999,
5/3/2011 12:00,MC_SnowLys_SW,JEMEZ_P69,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,3.476,11,7.496,1.017,2.454,2.86,0.244,1.15,-9999,-9999,4.828,27.523,27.365,0.725,50.321,26.832,0.526,2.016089471,3.012861169,0.542793319,1.182514017,0.132803749,0.445982739,0.021,-9999,-9999,-9999,107.03586,2626.3428,112.78408,-9999,-9999,3.2309,2.54706,1.53616,496.52745,169.47344,0.95837,4.99501,20.31699,620.41154,2.73536,1.9425,-9999,392.46481,0.91377,0.49058,1.0208,0.80138,10.9018,110.00908,239.83961,558.96503,93.35905,192.26811,97.52156,38.1563,79.68225,14.56877,83.0519,19.52413,37.95809,9.31608,42.02148,8.5926,0.06551,0.50545,83.151,-80.45,-12.58,2.9935,0.005,1.48,2.623,0.0166,
5/3/2011 15:30,MC_SnowLys_SE,JEMEZ_P70,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,0.945,3.363,0.4407,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.491,7.941,1.166,0.725,7.657,3.958,0.526,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-105.75,-15.55,-9999,-9999,1.31,4.507,0.0414,
5/3/2011 15:30,MC_SnowLys_SW,JEMEZ_P71,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,1.002,2.421,0.7789,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.491,9.938,1.166,0.725,10.328,5.316,0.526,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-106.78,-15.86,-9999,-9999,1.32,2.422,0.026,
5/6/2011 13:00,MC_SnowLys_SE,JEMEZ_P72,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.831,0.132,0.309,0.172,0.016,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.321846486,0.540098635,0.188164408,0.231327162,0.02333387,0.011023242,0.021,-9999,-9999,-9999,73.1195,530.04093,146.54073,-9999,-9999,2.27304,1.41814,0.78551,33.291,63.26295,0.90419,3.28887,18.4056,33.291,0.97861,0.79456,-9999,244.40218,0.1388,0.8197,1.94114,0.46768,1.10635,43.44928,262.50604,587.36984,74.72873,83.57951,99.26953,24.54079,78.95297,11.76751,59.13929,9.65539,30.07253,7.4427,29.82109,3.18527,0.01036,0.51998,71.61084,-120.89,-15.81,0.7153,0.0106,-9999,-9999,-9999,
5/6/2011 13:00,MC_SnowLys_SW,JEMEZ_P73,Snow_Lys,,Grab,Snow,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.801,0.229,0.39,0.21,0.273,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.429327039,0.639466034,0.251734139,0.375032753,0.029861857,0.122664868,0.021,-9999,-9999,-9999,101.55042,701.80392,36.19619,-9999,-9999,2.74488,0.77017,0.95015,113.61582,149.81201,1.51823,4.31338,18.70137,167.91011,1.06578,0.92501,-9999,188.0191,0.04685,0.07149,0.42028,0.26142,2.58401,54.39483,157.85561,343.86381,57.21009,78.42508,47.45723,16.0872,59.12044,9.55177,48.9654,5.83161,18.29919,5.42943,16.62008,4.64518,0.01016,0.6264,38.006,-98.82,-14.87,0.726,0.005,-9999,-9999,-9999,
7/25/2011 0:00,RainColl_LLJ,JEMEZ_PC1,PrcpColl,1008,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Bulk rain collected between 6/13/2011 and 7/25/2011
7/28/2011 10:45,RainColl_LLJ,JEMEZ_PC2,PrcpColl,72,Grab,Precipitation,6.62,21.8,-9999,-9999,2.72078,4.76366,2.56722,-9999,0.387,0.064,-9999,1.56,0.971,0.437,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.30082,0.0195,221.06653,148.96692,6.63972,117.2588,163.27174,507.61993,1255.38312,0.50862,0.19988,-0.00057,5.78873,3.3446,0.01455,0.0015,0.27806,6.51108,0.01395,0.19593,2.03842,29.48787,0.04453,0.00015,0.03038,0.0015,0.04463,2.2858,31.76378,39.28417,18.99889,12.07221,18.10832,8.04484,10.68688,0.59372,1.38534,0.49476,2.37486,0.19791,1.68219,0.0285,0.234,0.01504,16.92089,-65.8,-10.23,-9999,-9999,-9999,-9999,-9999,Bulk rain collected between 7/25/2011 and 7/28/2011
7/28/2011 16:30,RainColl_MCZOB,JEMEZ_PC3,PrcpColl,1008,Grab,Precipitation,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-49.16,-7.47,-9999,-9999,-9999,-9999,-9999,Bulk rain collected between 6/13/2011 and 7/25/2011
7/28/2011 12:00,RainColl_UJ,JEMEZ_PC4,PrcpColl,48,Grab,Precipitation,6.28,13.5,-9999,-9999,1.56377,5.27834,1.39027,-9999,0.471,0.063,-9999,1.35,0.5,0.317,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.0646,3.46767,106.52817,101.37038,6.25171,29.5247,88.17781,714.15531,1259.69061,0.76685,0.14762,0.00314,2.09051,0.80747,0.0007,0.0015,0.27543,3.646,0.0075,0.215,2.40755,35.3702,0.03002,0.00015,0.02705,0.0015,0.08303,3.97296,42.40461,42.30553,20.01339,17.0411,21.40046,9.03575,12.0873,0.49538,3.07136,0.79261,0.99076,0.19815,2.27875,0.19815,0.234,0.339,16.74388,-67.1,-10.01,-9999,-9999,-9999,-9999,-9999,Bulk rain collected between 7/26/2011 and 7/28/2011
8/4/2011 0:00,RainColl_LLJ,JEMEZ_PC5,PrcpColl,168,Grab,Precipitation,-9999,-9999,-9999,-9999,1.83879,4.47855,1.35364,-9999,0.68,0.029,-9999,1.337,1.318,0.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.23929,2.26484,441.78327,163.8937,8.74426,35.94206,78.77713,1017.67931,1350.98901,0.78679,0.26292,0.18907,1.79218,2.44209,0.01477,0.49334,2.08759,8.87227,0.0075,0.22451,4.46075,41.35799,0.05111,0.00015,0.3348,0.0015,0.25012,4.36228,45.78921,61.84005,22.35301,18.02027,19.00498,9.22677,11.42268,0.49236,5.12051,0.78777,2.7572,0.59083,1.57554,0.0285,0.234,0.05396,17.62638,-40.27,-6.46,0.48,0.03,-9999,-9999,-9999,Bulk rain collected between 7/28/2011 and 8/04/2011
8/4/2011 0:00,RainColl_MCZOB,JEMEZ_PC6,PrcpColl,240,Grab,Precipitation,-9999,-9999,-9999,-9999,1.6346,3.99575,1.23505,-9999,0.478,0.038,-9999,1.088,0.649,0.211,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.33745,1.66281,120.85269,74.59329,4.59717,28.07211,87.05289,356.58291,797.97472,0.5409,0.23279,0.04304,4.7928,2.02471,-0.00048,0.0015,0.23671,15.35652,0.00185,0.21421,2.47465,26.89836,0.03717,0.00015,0.03238,0.0015,0.65045,3.90271,27.9743,31.2021,18.68214,14.86746,19.07339,8.97916,7.72717,0.102,3.2278,0.09781,1.76062,0.114,2.05406,0.0285,0.234,0.339,16.23683,-49.87,-7.75,0.53,0.03,-9999,-9999,-9999,Bulk rain collected between 7/25/2011 and 8/04/2011
