File_Name,File_Description,Standard,Missing_Value_Codes,File_Path
Climate_ES_Fig_data.csv,Data used to generate the effect size climate figure for this manuscript.,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
Effect_Size.csv,Effect size calculated for each site within each publication.,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
Effect_Size_10days.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
Effect_Size_20days.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
Effect_Size_30days.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
Effect_Size_40days.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
Effect_Size_UPDATED.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
Percent_Difference.csv,Percent differences calculated between each burned and unburned watershed pair.,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
TSF_ES_CIs.csv,Confidence intervals calculated for the effect size for each time-since-fire bucket.,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
TSF_ES_Fig_data.csv,Data used to generate the effect size time-since-fire figure for this manuscript.,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
TSF_PD_CIs.csv,Confidence intervals calculated for the percent differences for each time-since-fire bucket.,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
TSF_PD_DOC_Fig_data.csv,Data used to generate the percent difference time-since-fire figure with only dissolved organic carbon (DOC) shown for this manuscript.,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
TSF_PD_NO3_Fig_data.csv,Data used to generate the percent difference time-since-fire figure with only nitrate (NO3) shown for this manuscript.,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
gap_fill.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
gap_fill_10.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
gap_fill_20.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
gap_fill_30.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
gap_fill_40.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
gap_fill_take_two.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/04_Meta_merge_all_studies_effect_size
geospatial_data.csv,Catchment characteristics for each watershed included in the final meta-analysis extracted from the National Hydrography Dataset (NHDPlus Version 2). Example characteristics include elevation; slope; area.,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/05_Meta_geospatial_check_comids
meta_comids.csv,Geographic location of each watershed (latitude and longitude) with their stream segment unique identifier (i.e. common identifier; COMID).,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/05_Meta_geospatial_check_comids
BFI.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
Geospatial_data_2024-02-15.csv,Catchment characteristics for each watershed included in the final meta-analysis. Example characteristics include elevation; slope; area. Additional fire characteristics are also extracted and included in this data frame.,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
MTBS_severity.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
NLCD_2001_2019.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
NWetdep_2008.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
OM_perm.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
burn_percentage.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
forest_lost.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
lithology.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
lithology_2.0.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
random_forest_data.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
random_forest_data_new.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
runoff.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
stream_temp.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
temp_precip.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
watershed_shapefile.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
watershed_shapefile.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
watershed_shapefile.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
watershed_shapefile.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids
MTBS_severity_1984_1989.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/Archive
MTBS_severity_1990_1995.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/Archive
MTBS_severity_1996_2001.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/Archive
MTBS_severity_2007_2002.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/Archive
MTBS_severity_2008_2013.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/Archive
MTBS_severity_2014_2017.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/Archive
MTBS_severity_2018.csv,,ESS-DIVE CSV v1,"""N/A""; ""-9999""; """"; ""NA""",/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/Archive
Akokala_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Akokala_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Akokala_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Akokala_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Arroyo_Hondo_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Arroyo_Hondo_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Arroyo_Hondo_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Arroyo_Hondo_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Benjamin_Slough_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Benjamin_Slough_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Benjamin_Slough_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Benjamin_Slough_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Bowman_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Bowman_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Bowman_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Bowman_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Camas_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Camas_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Camas_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Camas_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Coal_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Coal_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Coal_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Coal_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Coal_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Coal_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Coal_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Coal_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Cold_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Cold_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Cold_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Cold_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Control_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Control_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Control_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Control_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Crane_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Crane_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Crane_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Crane_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Crow_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Crow_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Crow_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Crow_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS1_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS1_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS1_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS1_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS2_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS2_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS2_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS2_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS3_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS3_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS3_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
DS3_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Dry_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Dry_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Dry_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Dry_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Fish_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Fish_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Fish_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Fish_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Gaviota_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Gaviota_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Gaviota_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Gaviota_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Grade_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Grade_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Grade_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Grade_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Hobble_Creek_Lower_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Hobble_Creek_Lower_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Hobble_Creek_Lower_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Hobble_Creek_Lower_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Hobble_Creek_Upper_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Hobble_Creek_Upper_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Hobble_Creek_Upper_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Hobble_Creek_Upper_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Jones_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Jones_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Jones_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Jones_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Logging_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Logging_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Logging_Creek_watershed.shp,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Logging_Creek_watershed.shx,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Lower_MacDonald_Creek_watershed.dbf,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
Lower_MacDonald_Creek_watershed.prj,,N/A,N/A,/Cavaiani_2024_Metaanalysis/Output_for_analysis/06_Meta_geospatial_extraction_with_comids/watershed_shapefiles
