"Site","year","n_days","P_annual","PET_annual","AI"
"Coal_Creek",2021,365,1141.86672560313,956.136578097643,1.19425064552495
"Coal_Creek",2022,365,1214.04905765895,884.364474960039,1.37279265736427
"Coal_Creek",2023,365,859.411009342134,924.464896572224,0.929630765352692
"Coal_Creek",2024,366,1110.93687926425,891.472970343644,1.24618122615205
"Coal",2020,366,1456.56613979113,898.743435970909,1.62066957208717
"Coal",2021,365,1256.01669348227,967.103978431402,1.29874007500152
"Coal",2022,365,1309.44465454734,895.685809605634,1.46194641078872
"Coal",2023,365,956.242678750107,937.281495062153,1.02022997764049
"Coal",2024,366,1195.89700658172,898.502928149039,1.33098843544709
"Cold_Creek",2020,366,529.300700959708,1216.90183506194,0.434957599462216
"Cold_Creek",2021,365,975.911990855304,1220.53436270743,0.799577644574058
"Cold_Creek",2022,365,676.510313867284,1180.13897038563,0.573246313225488
"Cold_Creek",2023,365,1117.97565567728,1059.34540464401,1.05534573593866
"Cold_Creek",2024,366,870.706907579162,1162.24476989345,0.749159669403364
"Crow Creek",2020,366,878.732954203238,1018.8505610006,0.862474819997392
"Crow Creek",2021,365,794.639712342017,1064.8878750212,0.746219138166255
"Crow Creek",2022,365,932.292070046079,993.477218811608,0.938413133580739
"Crow Creek",2023,365,884.275964580889,952.430217280017,0.928441736242089
"Crow Creek",2024,366,756.855987997861,1030.01436292715,0.734801392329118
"Dry Creek",2020,366,197.472231645232,1388.32300017431,0.14223796020122
"Dry Creek",2021,365,455.073206817994,1319.47642705701,0.344889228398721
"Dry Creek",2022,365,375.809060782451,1288.12231159543,0.291749515864675
"Dry Creek",2023,365,526.797445239458,1264.15810351237,0.416718006850402
"Dry Creek",2024,366,424.35263860746,1335.50152605953,0.317747775144469
"DS1",2020,366,428.817519965884,1311.61317284769,0.326939015895108
"DS1",2021,365,537.349718993052,1227.28726552114,0.437835325183527
"DS1",2022,365,566.350297543106,1216.74072183392,0.465465063657507
"DS1",2023,365,584.973375754307,1147.24735493743,0.509892982744085
"DS1",2024,366,485.743979069792,1232.29517170281,0.394178270128724
"DS2",2020,366,415.823583983247,1373.2414715815,0.302804417568574
"DS2",2021,365,525.297696220032,1283.36452499345,0.409312931742999
"DS2",2022,365,549.47903569489,1275.80802468568,0.430691001359914
"DS2",2023,365,571.923683147415,1199.72339909507,0.476712951984438
"DS2",2024,366,480.567643088988,1288.5670379222,0.372947335253816
"DS3",2020,366,415.78670229191,1373.3715572136,0.302748881107957
"DS3",2021,365,525.253646431133,1283.4806563178,0.409241575901926
"DS3",2022,365,549.482242158842,1275.93207150905,0.430651642378552
"DS3",2023,365,571.882784602763,1199.82507903102,0.476638465554177
"DS3",2024,366,480.543227878074,1288.68618209569,0.372893908970612
"Gaviota",2020,366,327.225013359308,1660.45692620927,0.197069257379861
"Gaviota",2021,365,528.940902480435,1625.0049162253,0.325501109073013
"Gaviota",2022,365,360.96150692993,1709.3479629592,0.211169121063588
"Gaviota",2023,365,986.901259495255,1423.23089686614,0.693423155489629
"Gaviota",2024,366,643.757281330114,1436.99196006412,0.447989480262219
"Hobble Creek Lower",2020,366,356.860379218612,1242.34068040777,0.287248405245397
"Hobble Creek Lower",2021,365,599.677312038352,1187.62934929053,0.504936420101598
"Hobble Creek Lower",2022,365,527.189318951472,1160.22689849855,0.454384672199641
"Hobble Creek Lower",2023,365,720.99302190914,1132.619891853,0.636571039494611
"Hobble Creek Lower",2024,366,628.109204896536,1188.10312182052,0.52866556224016
"Hobble Creek Upper",2020,366,410.257371824663,1197.66870446684,0.342546624366624
"Hobble Creek Upper",2021,365,686.757679616664,1150.36199757743,0.596992669318807
"Hobble Creek Upper",2022,365,607.753127109188,1116.39776583866,0.544387623933151
"Hobble Creek Upper",2023,365,807.300749841522,1085.74796870783,0.743543412567752
"Hobble Creek Upper",2024,366,729.338227367684,1136.12654923138,0.641951574726515
"Jones Creek",2020,366,928.657572988897,995.685645942711,0.93268149116446
"Jones Creek",2021,365,826.64705957173,1040.51247178549,0.79446146200749
"Jones Creek",2022,365,1005.48392126479,970.644124845915,1.03589348096493
"Jones Creek",2023,365,926.867751061008,928.548835831466,0.998189556967186
"Jones Creek",2024,366,820.895430391105,998.752258832449,0.821920975028122
"Logging_Creek",2020,366,1414.18141239562,892.811958897647,1.58396333998673
"Logging_Creek",2021,365,1398.53596395819,951.715354537582,1.46948975582905
"Logging_Creek",2022,365,1396.80649754068,870.931453602332,1.60380761512658
"Logging_Creek",2023,365,994.269139041363,914.297150679942,1.08746826816856
"Logging_Creek",2024,366,1282.75122681638,881.606362819378,1.45501584484275
"Middle_Fork_American",2020,366,837.225022818861,1395.48629660314,0.599952163526661
"Middle_Fork_American",2021,365,1578.8843843605,1401.62663619401,1.12646573887024
"Middle_Fork_American",2022,365,1206.33921495069,1342.33119175007,0.898689699207485
"Middle_Fork_American",2023,365,1666.59839228658,1206.86723235353,1.38092935793486
"Middle_Fork_American",2024,366,1541.66264815374,1299.43936178117,1.18640599438249
"Mill Race",2020,366,303.139909196842,1267.94598395481,0.239079513664555
"Mill Race",2021,365,539.618654161543,1218.64045298588,0.442803825229487
"Mill Race",2022,365,451.415675873421,1190.04745736417,0.379325776531014
"Mill Race",2023,365,648.19375446388,1163.59807273532,0.557059838488855
"Mill Race",2024,366,553.295003347936,1215.87885103941,0.455057675256829
"Mitsubishi Race",2020,366,361.00061542399,1239.77198758918,0.291183071595269
"Mitsubishi Race",2021,365,603.613072942406,1185.11475783793,0.509328796178027
"Mitsubishi Race",2022,365,531.694782609621,1157.87144509591,0.459200185704188
"Mitsubishi Race",2023,365,726.173982394879,1130.16080463418,0.642540406123829
"Mitsubishi Race",2024,366,633.761833759458,1185.43805474118,0.534622480883515
"North_Fork_American",2020,366,847.177776600089,1455.24466767162,0.582154874310976
"North_Fork_American",2021,365,1488.75649174365,1463.32484267567,1.01737935988394
"North_Fork_American",2022,365,1120.22729894487,1405.87992666494,0.796815771886219
"North_Fork_American",2023,365,1589.02008218376,1254.83911061178,1.26631379971019
"North_Fork_American",2024,366,1611.45883660298,1352.05098663172,1.19186247599842
"Payson",2020,366,236.335823889723,1382.93333152126,0.170894589423012
"Payson",2021,365,497.565203906548,1304.85177488341,0.381319329508522
"Payson",2022,365,417.91589701379,1264.94060875411,0.330383809422809
"Payson",2023,365,585.576495243597,1238.17173060969,0.472936411619777
"Payson",2024,366,511.763338844696,1306.21247078178,0.391791802859147
"PBR",2020,366,626.257957907817,1060.21961298718,0.590687014498181
"PBR",2021,365,760.378853223755,1027.51161363763,0.740019716693843
"PBR",2022,365,719.397014531208,995.353599487125,0.722755224778301
"PBR",2023,365,748.530000148529,954.474209692462,0.7842328190195
"PBR",2024,366,698.740893221599,1018.63707900653,0.685956664667138
"Pinchot",2020,366,1513.85494862725,873.478974783543,1.73313267099806
"Pinchot",2021,365,1264.9725335246,941.66609654445,1.34333447722771
"Pinchot",2022,365,1346.93598691675,872.652396745096,1.54349657657583
"Pinchot",2023,365,950.955665002526,918.465529640313,1.03537436551913
"Pinchot",2024,366,1212.33298447944,878.330513056917,1.38026968943623
"PNF",2020,366,513.437556751844,1135.23593441572,0.452273876457319
"PNF",2021,365,633.046127425988,1093.82609802857,0.578744764425481
"PNF",2022,365,596.168221047114,1078.72934733037,0.552657830736234
"PNF",2023,365,670.043796614482,1026.53594700515,0.652723169187882
"PNF",2024,366,569.53946586399,1098.86459682949,0.518298130185703
"Provo River",2020,366,414.610346749812,1211.89731182387,0.342116731099795
"Provo River",2021,365,700.792987986551,1162.7884859373,0.602683116028326
"Provo River",2022,365,579.285125796129,1103.46085405162,0.52497116111473
"Provo River",2023,365,772.22036400866,1063.61802593793,0.726031662849727
"Provo River",2024,366,666.427798528328,1117.51357577617,0.596348727187013
"PSF",2020,366,593.701328835774,1082.45146032805,0.548478477414445
"PSF",2021,365,717.811385013122,1047.1291770495,0.685504139074516
"PSF",2022,365,678.458378261681,1019.21605521202,0.665666886615663
"PSF",2023,365,718.026709269737,975.751386134774,0.735870550093752
"PSF",2024,366,656.762933438954,1041.50782580322,0.630588572805443
"Quartz_Creek",2020,366,1439.6774932951,871.426289719751,1.6520932524977
"Quartz_Creek",2021,365,1444.8935894335,929.880804177463,1.55384817381147
"Quartz_Creek",2022,365,1425.35376918195,855.131262900683,1.66682453445454
"Quartz_Creek",2023,365,1022.13855661051,895.80591148442,1.14102680447459
"Quartz_Creek",2024,366,1312.25304948564,865.792933384601,1.51566615859951
"Rattlesnake",2020,366,340.722188191747,1441.74016590569,0.236327041618978
"Rattlesnake",2021,365,372.006622426805,1498.50014141725,0.24825264419059
"Rattlesnake",2022,365,322.806932961952,1448.51119234063,0.222854289748588
"Rattlesnake",2023,365,872.089004923068,1301.65412768068,0.669985202963997
"Rattlesnake",2024,366,590.622313132741,1423.62487089171,0.414872151511931
"Red_Bench_Creek",2020,366,807.727141838652,940.273043125339,0.859034668434052
"Red_Bench_Creek",2021,365,758.406756710058,999.559808441915,0.758740747982095
"Red_Bench_Creek",2022,365,813.444008867771,913.051844922976,0.890906703043124
"Red_Bench_Creek",2023,365,611.856239182878,955.428625296518,0.640399735765702
"Red_Bench_Creek",2024,366,815.54811150253,930.978954296507,0.876011329513671
"Red_Meadow_Creek",2020,366,1242.81877226737,861.285629281179,1.44298096939643
"Red_Meadow_Creek",2021,365,1160.55124124838,928.958899756132,1.24930310862305
"Red_Meadow_Creek",2022,365,1225.59137123377,859.982240011849,1.42513567630988
"Red_Meadow_Creek",2023,365,879.388231484811,897.686608824024,0.979616074073797
"Red_Meadow_Creek",2024,366,1125.33438330614,866.301441436429,1.29901017068632
"Reference First Rainy Season",2020,366,205.496731557737,1697.08917691842,0.121087762713141
"Reference First Rainy Season",2021,365,739.823066206507,1695.82140143098,0.436262371486894
"Reference First Rainy Season",2022,365,444.420495654207,1621.68483553185,0.274048622714324
"Reference First Rainy Season",2023,365,1006.32251880931,1421.79776018985,0.707781758409116
"Reference First Rainy Season",2024,366,944.087942383578,1537.30322403658,0.614119535835382
"Reference Second Rainy Season",2020,366,205.496731557737,1697.08917691842,0.121087762713141
"Reference Second Rainy Season",2021,365,739.823066206507,1695.82140143098,0.436262371486894
"Reference Second Rainy Season",2022,365,444.420495654207,1621.68483553185,0.274048622714324
"Reference Second Rainy Season",2023,365,1006.32251880931,1421.79776018985,0.707781758409116
"Reference Second Rainy Season",2024,366,944.087942383578,1537.30322403658,0.614119535835382
"Reference Subsequent Flush",2020,366,205.496731557737,1697.08917691842,0.121087762713141
"Reference Subsequent Flush",2021,365,739.823066206507,1695.82140143098,0.436262371486894
"Reference Subsequent Flush",2022,365,444.420495654207,1621.68483553185,0.274048622714324
"Reference Subsequent Flush",2023,365,1006.32251880931,1421.79776018985,0.707781758409116
"Reference Subsequent Flush",2024,366,944.087942383578,1537.30322403658,0.614119535835382
"Rocky Fire First Rainy Season Initial Flush",2020,366,324.178245603285,1686.19862921015,0.192253889896196
"Rocky Fire First Rainy Season Initial Flush",2021,365,755.191550300312,1706.69344126803,0.442488107143146
"Rocky Fire First Rainy Season Initial Flush",2022,365,502.437031227931,1596.01203908738,0.314807795256502
"Rocky Fire First Rainy Season Initial Flush",2023,365,1134.12552326507,1451.61510602291,0.781285285995894
"Rocky Fire First Rainy Season Initial Flush",2024,366,1282.24642215905,1542.77023625697,0.831132460313733
"Rocky Fire First Rainy Season Subsequent Flush",2020,366,324.178245603285,1686.19862921015,0.192253889896196
"Rocky Fire First Rainy Season Subsequent Flush",2021,365,755.191550300312,1706.69344126803,0.442488107143146
"Rocky Fire First Rainy Season Subsequent Flush",2022,365,502.437031227931,1596.01203908738,0.314807795256502
"Rocky Fire First Rainy Season Subsequent Flush",2023,365,1134.12552326507,1451.61510602291,0.781285285995894
"Rocky Fire First Rainy Season Subsequent Flush",2024,366,1282.24642215905,1542.77023625697,0.831132460313733
"Rocky Fire Second Rainy Season",2020,366,324.178245603285,1686.19862921015,0.192253889896196
"Rocky Fire Second Rainy Season",2021,365,755.191550300312,1706.69344126803,0.442488107143146
"Rocky Fire Second Rainy Season",2022,365,502.437031227931,1596.01203908738,0.314807795256502
"Rocky Fire Second Rainy Season",2023,365,1134.12552326507,1451.61510602291,0.781285285995894
"Rocky Fire Second Rainy Season",2024,366,1282.24642215905,1542.77023625697,0.831132460313733
"San Onofre",2020,366,326.571136191212,1507.26840017745,0.216664222611425
"San Onofre",2021,365,498.096096971975,1482.9575866813,0.335880204157868
"San Onofre",2022,365,332.254270289127,1536.73542032549,0.21620785588371
"San Onofre",2023,365,951.342701910132,1237.83922080161,0.768551105768042
"San Onofre",2024,366,619.628393886923,1280.4065692079,0.48393097066836
"Site_1",2020,366,709.49999949336,1239.09999832511,0.572593011421508
"Site_1",2021,365,1522.40001359582,1230.69999702275,1.23701959639127
"Site_1",2022,365,1073.90000286698,1176.89999690652,0.912481948924912
"Site_1",2023,365,1499.09999591112,1080.2999985218,1.38767008975504
"Site_1",2024,366,1328.40000283718,1168.19999794662,1.13713405681574
"Site_2",2020,366,655.661788229801,1241.22530580653,0.528237528805266
"Site_2",2021,365,1415.95584134509,1233.5779573722,1.14784463590886
"Site_2",2022,365,995.405868570657,1180.43970882774,0.843250071246049
"Site_2",2023,365,1410.71564179045,1081.41852835818,1.30450478218845
"Site_2",2024,366,1235.7848893071,1175.09188140729,1.05164958490491
"Site_3",2020,366,655.661788229801,1241.22530580653,0.528237528805266
"Site_3",2021,365,1415.95584134509,1233.5779573722,1.14784463590886
"Site_3",2022,365,995.405868570657,1180.43970882774,0.843250071246049
"Site_3",2023,365,1410.71564179045,1081.41852835818,1.30450478218845
"Site_3",2024,366,1235.7848893071,1175.09188140729,1.05164958490491
"Site_4",2020,366,650.617891255833,1205.63540115955,0.539647301854348
"Site_4",2021,365,1376.48794960177,1190.89399231289,1.155844230038
"Site_4",2022,365,977.271402564594,1145.82102428181,0.852900568111968
"Site_4",2023,365,1533.28843915046,1038.08673469647,1.47703307238464
"Site_4",2024,366,1227.13029268055,1126.66532110256,1.08917019961143
"Spanish Fork Lower",2020,366,344.312946899339,1304.61348479267,0.263919506361732
"Spanish Fork Lower",2021,365,616.95457884738,1238.8517067785,0.498005189379529
"Spanish Fork Lower",2022,365,525.028651413906,1194.20052097201,0.439648653801091
"Spanish Fork Lower",2023,365,685.447708349985,1163.3980032343,0.589177312015674
"Spanish Fork Lower",2024,366,629.946551119443,1226.79045434564,0.513491565644315
"Spanish Fork Upper",2020,366,334.747530401504,1321.66033307008,0.253278033716818
"Spanish Fork Upper",2021,365,606.66725604906,1252.49315105211,0.484367723320046
"Spanish Fork Upper",2022,365,511.712247075857,1205.40094940152,0.424516213737779
"Spanish Fork Upper",2023,365,664.75645396243,1174.48371369167,0.565998869301428
"Spanish Fork Upper",2024,366,614.745894242532,1239.96140214189,0.495778250178295
"Trout_Creek",2020,366,531.582995213366,1226.43185917447,0.433438671082127
"Trout_Creek",2021,365,1103.14954061084,1220.8187912456,0.903614482772908
"Trout_Creek",2022,365,758.892287874861,1182.3716391676,0.641839048515347
"Trout_Creek",2023,365,1227.14060943741,1061.50689848114,1.15603639617723
"Trout_Creek",2024,366,980.616480616366,1167.78832642827,0.839721085083648
"U1",2020,366,343.295190199972,1255.51412595753,0.27342997032244
"U1",2021,365,386.92544249179,1199.07226458275,0.322687342473418
"U1",2022,365,353.738809617289,1198.42233178534,0.295170408824334
"U1",2023,365,466.155568160135,1138.66045385127,0.409389442290249
"U1",2024,366,330.389890863859,1214.32516221093,0.272076953640915
"U2",2020,366,428.391397808696,1126.02073943611,0.380447164785993
"U2",2021,365,589.151948688072,1068.85392526655,0.551199686656105
"U2",2022,365,515.57237969233,1077.19885135502,0.478623217100339
"U2",2023,365,699.871341370488,1016.55020811642,0.688476905304356
"U2",2024,366,469.319783637346,1103.48389301966,0.425307325830613
"U3",2020,366,405.031289740358,1341.65027453952,0.301890363999198
"U3",2021,365,515.182490281608,1254.24916445963,0.410749717743336
"U3",2022,365,558.158144377738,1234.45195315222,0.45215056199835
"U3",2023,365,702.076866279445,1185.33537074779,0.592302299927597
"U3",2024,366,564.03215605262,1284.81012306786,0.439000398522567
"US1",2020,366,444.946853678817,1276.28799797466,0.348625744647684
"US1",2021,365,550.137206651579,1195.14262182133,0.460310925748094
"US1",2022,365,577.514337338188,1182.40869834997,0.488421929020059
"US1",2023,365,594.905892095225,1117.09327146818,0.532548093601306
"US1",2024,366,491.625721097614,1198.87332228712,0.410073117783392
"Wally_Creek",2020,366,1166.563480545,881.257394730737,1.32374887010331
"Wally_Creek",2021,365,1119.54887675196,948.785613210756,1.1799808736173
"Wally_Creek",2022,365,1151.78351451639,879.830550889057,1.30909697708556
"Wally_Creek",2023,365,851.804591850108,916.127448694755,0.929788309545478
"Wally_Creek",2024,366,1111.865945181,887.218746820962,1.25320384534815
"Wragg Fire First Rainy Season Initial Flush",2020,366,193.294530973937,1651.99026523091,0.117007064171119
"Wragg Fire First Rainy Season Initial Flush",2021,365,737.131924225664,1641.09406087322,0.449171038882098
"Wragg Fire First Rainy Season Initial Flush",2022,365,456.399988138846,1558.02153313881,0.292935609958725
"Wragg Fire First Rainy Season Initial Flush",2023,365,1024.6519852515,1365.22241832578,0.750538499439574
"Wragg Fire First Rainy Season Initial Flush",2024,366,954.57381699782,1478.51411880174,0.645630504882465
"Wragg Fire First Rainy Season Subsequent Flush",2020,366,193.294530973937,1651.99026523091,0.117007064171119
"Wragg Fire First Rainy Season Subsequent Flush",2021,365,737.131924225664,1641.09406087322,0.449171038882098
"Wragg Fire First Rainy Season Subsequent Flush",2022,365,456.399988138846,1558.02153313881,0.292935609958725
"Wragg Fire First Rainy Season Subsequent Flush",2023,365,1024.6519852515,1365.22241832578,0.750538499439574
"Wragg Fire First Rainy Season Subsequent Flush",2024,366,954.57381699782,1478.51411880174,0.645630504882465
"Wragg Fire Second Rainy Season",2020,366,193.294530973937,1651.99026523091,0.117007064171119
"Wragg Fire Second Rainy Season",2021,365,737.131924225664,1641.09406087322,0.449171038882098
"Wragg Fire Second Rainy Season",2022,365,456.399988138846,1558.02153313881,0.292935609958725
"Wragg Fire Second Rainy Season",2023,365,1024.6519852515,1365.22241832578,0.750538499439574
"Wragg Fire Second Rainy Season",2024,366,954.57381699782,1478.51411880174,0.645630504882465
