solute,Study_ID,Comparison_ID,Sampling_Date,concentration_Burn,concentration_Unburn,concentration_ratio,Area_watershed_km_Burn,Area_watershed_km_Unburn,watershed_area_ratio
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-04,22.342923278125003,21.7890211625,1.0254211564390188,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-05,22.35119047375,22.136243385,1.0097101881747312,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-06,22.359457669375,22.4834656075,0.9944844829400484,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-07,22.367724865,22.83068783,0.97972190025779,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-08,22.375992060625,23.1779100525,0.9654016263736209,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-09,22.38425925625,23.525132275,0.9515040763463678,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-10,22.392526451875,23.8723544975,0.9380108046828822,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-11,22.4007936475,24.21957672,0.9249044236599688,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-12,22.409060843125,24.5667989425,0.9121685285728389,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-13,22.41732803875,24.914021165,0.8997876292343593,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-14,22.425595234375,25.2612433875,0.8877470871236622,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-15,22.43386243,25.60846561,0.8760330576479237,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-16,22.619047615333333,25.60846561,0.8832644626119531,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-17,22.804232800666668,25.60846561,0.8904958675759828,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-18,22.989417986,25.60846561,0.8977272725400122,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-19,23.174603171333334,25.60846561,0.9049586775040418,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-20,23.359788356666662,25.60846561,0.9121900824680711,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-21,23.544973542,25.60846561,0.9194214874321008,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-22,23.730158727333333,25.60846561,0.9266528923961302,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-23,23.915343912666668,25.60846561,0.9338842973601599,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-24,24.100529098,25.60846561,0.9411157023241893,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-25,24.285714283333338,25.60846561,0.948347107288219,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-26,24.470899468666666,25.60846561,0.9555785122522483,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-27,24.656084654,25.60846561,0.962809917216278,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-28,24.841269839333332,25.60846561,0.9700413221803074,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-29,25.026455024666667,25.60846561,0.977272727144337,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-06-30,25.21164021,25.60846561,0.9845041321083664,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-01,25.458553790666667,25.934744269333333,0.9816388982393114,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-02,25.70546737133333,26.261022928666662,0.9788448622567979,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-03,25.952380952,26.587301588,0.9761194029451049,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-04,26.199294532666663,26.913580247333332,0.973460026198579,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-05,26.446208113333338,27.239858906666665,0.9708643574090213,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-06,26.693121694,27.566137566,0.9683301343937,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-07,26.940035274666663,27.892416225333335,0.9658552008197242,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-08,27.186948855333338,28.218694884666668,0.9634375000845997,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-09,27.433862436,28.544973544,0.9610750696164666,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-10,27.680776016666663,28.871252203333334,0.958766035560826,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-11,27.927689597333337,29.197530862666667,0.9565086078235127,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-12,28.174603178,29.523809522,0.9543010754423604,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-13,28.42151675866667,29.850088181333337,0.9521418022624127,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-14,28.668430339333337,30.176366840666667,0.9500292228916973,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-15,28.91534392,30.5026455,0.9479618389165623,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-16,28.756613760666667,30.246913578,0.9507288631783807,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-17,28.597883601333336,29.991181656,0.953543075739801,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-18,28.439153442,29.735449734,0.9564056940925365,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-19,28.280423282666668,29.479717812,0.9593179779744991,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-20,28.121693123333333,29.22398589,0.9622812312182283,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-21,27.962962964000003,28.968253968,0.9652968036972301,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-22,27.80423280466667,28.712522046,0.9683660933763265,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-23,27.645502645333337,28.456790124,0.9714905484725617,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-24,27.486772486,28.201058202,0.9746716697336789,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-25,27.32804232666667,27.94532628,0.9779110128417033,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-26,27.169312167333334,27.689594358,0.9812101909497151,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-27,27.010582008,27.433862436,0.984570877360508,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-28,26.85185184866667,27.178130514000003,0.9879948083564739,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-29,26.693121689333335,26.922398592,0.9914837861907744,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-30,26.53439153,26.66666667,0.99503968225062,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-07-31,26.69146825,26.559193125,1.0049803894409537,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-01,26.84854497,26.45171958,1.0150018749745116,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-02,27.00562169,26.344246035,1.025105127477223,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-03,27.16269841,26.23677249,1.0352911517738286,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-04,27.31977513,26.129298945,1.045560969221021,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-05,27.476851850000003,26.0218254,1.05591561804884,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-06,27.63392857,25.914351855,1.0663561537105632,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-07,27.79100529,25.80687831,1.0768836492413407,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-08,27.94808201,25.699404765,1.0874991956258253,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-09,28.10515873,25.59193122,1.09820390217507,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-10,28.26223545,25.484457675,1.1089988969129592,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-11,28.41931217,25.37698413,1.119885326972461,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-12,28.57638889,25.269510585,1.1308643590019891,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-13,28.733465610000003,25.16203704,1.1419371795821822,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-14,28.89054233,25.054563495,1.1531049956534076,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-15,29.04761905,24.94708995,1.1643690349543154,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-16,29.153439155333334,24.779541448666667,1.1765124554757254,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-17,29.259259260666667,24.61199294733333,1.1888212109957093,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-18,29.365079366,24.444444446,1.2012987012599174,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-19,29.470899471333336,24.276895944666663,1.2139484198682218,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-20,29.57671957666667,24.109347443333338,1.2267739575359249,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-21,29.682539682,23.941798942,1.2397790054919091,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-22,29.788359787333334,23.774250440666663,1.2529673590204693,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-23,29.894179892666667,23.606701939333337,1.2663429211539785,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-24,29.999999998,23.439153438,1.2799097065239322,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-25,30.105820103333333,23.271604936666662,1.2936718453783436,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-26,30.211640208666665,23.104056435333337,1.3076335877739464,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-27,30.317460314,22.936507934,1.3217993079521413,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-28,30.423280419333334,22.76895943266667,1.3361735089081408,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-29,30.529100524666667,22.601410931333337,1.350760827163353,321,134,2.3955223880597014
DOC,Burd et al 2018,Burd_et_al_2018_C1,2016-08-30,30.63492063,22.43386243,1.3655660377516186,321,134,2.3955223880597014
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-02,76.685,6.441,11.905759975159137,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-03,62.04675,16.411,3.780802510511242,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-04,47.4085,5.3447499999999994,8.870106178960663,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-05,32.770250000000004,4.6365,7.067885258276719,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-06,18.132,7.343,2.469290480729947,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-07,10.759,5.9342500000000005,1.8130345030964317,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-08,10.474,4.5255,2.3144403933267044,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-09,10.3555,4.8615,2.130103877404093,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-10,10.237,5.1975,1.9696007696007698,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-11,8.76,6.1096562500000005,1.4337958866343747,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-12,7.283,7.0218125,1.0371965927600602,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-13,5.806,7.93396875,0.7317901271037903,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-14,4.329000000000001,8.846125,0.4893668131526516,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-15,2.851999999999999,9.75828125,0.29226458296639063,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-16,3.593,10.670437499999998,0.336724712552789,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-17,12.5917,20.2206875,0.6227137430416251,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-18,19.3724,22.1805,0.8733978043777192,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-19,26.153099999999995,24.1403125,1.0833786845137152,319,302,1.0562913907284768
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-20,32.9338,26.100125,1.2618253743995478,319,324,0.9845679012345679
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-21,39.714499999999994,28.0599375,1.4153452765174546,319,324,0.9845679012345679
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-22,46.49519999999999,30.01975,1.5488203599297128,319,324,0.9845679012345679
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-23,53.275899999999986,31.9795625,1.665935861380217,319,324,0.9845679012345679
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-24,60.0566,33.939375000000005,1.76952580888717,319,324,0.9845679012345679
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-25,66.8373,35.899187500000004,1.8618053681577054,319,324,0.9845679012345679
DOC,Crandall et al. 2021,Crandall_et_al_2021_C1,2018-10-26,73.618,37.859,1.9445310230064183,319,324,0.9845679012345679
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-02,35.665,25.911500000000004,1.3764158771201973,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-03,30.09225,20.528041666666667,1.4659094368881591,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-04,24.5195,15.144583333333337,1.6190277051751172,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-05,18.94675,9.761125,1.9410416319840185,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-06,13.374,13.297333333333333,1.0057655670309837,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-07,13.142,8.960333333333333,1.466686507198393,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-08,38.982,5.408666666666667,7.207321582645137,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-09,35.3145,12.34625,2.860342209172826,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-10,31.647,19.283833333333334,1.6411156149797326,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-11,27.9795,18.624805555555557,1.5022707172185241,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C2,2018-10-12,24.312,17.96577777777778,1.353239492368206,54,30,1.8
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-05,12.505,6.93475,1.8032373192977398,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-06,10.34,7.362,1.4045096441184461,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-07,8.175,9.596,0.8519174656106712,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-08,10.152000000000001,2.791,3.637405947689001,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-09,10.0215,3.78,2.651190476190476,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-10,5.749,4.769,1.2054938142168168,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-11,4.9350000000000005,4.438666666666666,1.1118203664764195,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-12,4.121,4.108333333333333,1.003083164300203,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-13,5.782571428571429,3.778,1.5305906375255238,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-14,7.444142857142857,3.4476666666666667,2.1591828842143066,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-15,9.105714285714283,3.1173333333333333,2.92099474520347,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-16,10.767285714285714,2.787,3.863396381157415,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-17,12.428857142857144,3.482333333333333,3.569117586730299,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-18,14.090428571428571,4.177666666666667,3.372798668657601,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-19,15.752,4.873,3.2325056433408577,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-20,21.355285714285714,9.486285714285714,2.251174628034456,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-21,26.958571428571428,14.099571428571426,1.912013536379019,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-22,32.56185714285714,18.712857142857143,1.7400793953736926,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-23,38.165142857142854,23.326142857142855,1.6361531818989117,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-24,43.76842857142857,27.93942857142857,1.566547020084264,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-25,49.37171428571428,32.55271428571428,1.5166696654656844,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C3,2018-10-26,54.975,37.166,1.4791745143410646,1712,1769,0.9677784058790277
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-03,40.893,6.0802499999999995,6.725545824596029,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-04,46.17397916666667,6.5075,7.09550198488923,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-05,18.653982142857142,6.93475,2.689928568853548,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-06,12.888083333333334,7.362,1.7506225663316128,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-07,11.163145833333333,9.596,1.1633124044740863,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-08,12.846019230769231,2.791,4.602658269713089,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-09,24.401000000000003,3.78,6.455291005291007,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-10,19.676363636363636,4.769,4.125888789340246,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-11,35.5962,4.438666666666666,8.019570441574048,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-12,32.0374,4.108333333333333,7.7981501014198775,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-13,28.4786,3.778,7.538009528851244,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-14,24.9198,3.4476666666666667,7.228018950014502,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-15,21.361,3.1173333333333333,6.852331052181352,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-16,16.0228,2.787,5.749120918550413,1650,1769,0.9327303561334087
DOC,Crandall et al. 2021,Crandall_et_al_2021_C4,2018-10-17,10.6846,3.482333333333333,3.068230113908299,1650,1769,0.9327303561334087
